stateFIPS,CongressionalDistrict,StateUpper,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
25,5,16,MA,102306.696,0.133,0.012
25,5,17,MA,32098.292,0.042,0.004
25,5,23,MA,125533.218,0.163,0.016
25,5,24,MA,107766.409,0.14,0.014
25,5,25,MA,87268.686,0.113,0.011
25,5,26,MA,35275.545,0.046,0.005
25,5,27,MA,78488.584,0.102,0.01
25,5,28,MA,59910.889,0.078,0.008
25,6,16,MA,14088.218,0.018,0.002
25,6,18,MA,39174.553,0.051,0.005
25,6,19,MA,65621.631,0.086,0.008
25,6,20,MA,178379.507,0.233,0.022
25,6,21,MA,172616.725,0.226,0.021
25,6,22,MA,173556.301,0.227,0.022
25,6,23,MA,52544.189,0.069,0.007
25,6,24,MA,68474.876,0.09,0.009
25,7,1,MA,112503.008,0.144,0.014
25,7,2,MA,152143.377,0.194,0.019
25,7,25,MA,93655.979,0.12,0.012
25,7,26,MA,142711.178,0.182,0.019
25,7,27,MA,81246.635,0.104,0.011
25,7,28,MA,125042.685,0.16,0.016
25,7,30,MA,34438.765,0.044,0.005
25,7,32,MA,41717.582,0.053,0.007
25,8,1,MA,59950.41,0.079,0.007
25,8,2,MA,17322.024,0.023,0.002
25,8,26,MA,5424.266,0.007,0.001
25,8,27,MA,25467.112,0.033,0.003
25,8,30,MA,109895.777,0.144,0.015
25,8,31,MA,25014.752,0.033,0.003
25,8,32,MA,97709.761,0.128,0.016
25,8,33,MA,148429.631,0.195,0.023
25,8,34,MA,116179.156,0.152,0.021
25,8,35,MA,123243.604,0.162,0.023
25,8,36,MA,33331.464,0.044,0.007
25,9,33,MA,18147.895,0.024,0.003
25,9,34,MA,52607.002,0.071,0.009
25,9,35,MA,35722.994,0.048,0.007
25,9,36,MA,63665.503,0.086,0.013
25,9,37,MA,74126.332,0.1,0.015
25,9,38,MA,164395.893,0.222,0.034
25,9,39,MA,161631.912,0.218,0.037
25,9,40,MA,171107.313,0.231,0.04
26,1,35,MI,102336.119,0.146,0.019
26,1,36,MI,93725,0.134,0.019
26,1,37,MI,254887,0.365,0.053
26,1,38,MI,248279,0.355,0.052
26,2,26,MI,54419.923,0.074,0.007
26,2,28,MI,118446.009,0.161,0.015
26,2,30,MI,282250,0.384,0.037
26,2,34,MI,247373,0.336,0.044
26,2,35,MI,32752.881,0.045,0.006
26,3,19,MI,258320,0.352,0.032
26,3,26,MI,26796.37,0.037,0.003
26,3,28,MI,156426.183,0.213,0.02
26,3,29,MI,288598.592,0.393,0.038
26,3,33,MI,3966.819,0.005,0.001
26,4,24,MI,146442,0.209,0.019
26,4,32,MI,84071.585,0.12,0.013
26,4,33,MI,245070.181,0.35,0.039
26,4,35,MI,115979,0.166,0.022
26,4,36,MI,108584,0.155,0.022
26,5,14,MI,101103.399,0.149,0.012
26,5,27,MI,242478.104,0.357,0.032
26,5,31,MI,121935.486,0.18,0.017
26,5,32,MI,173287.913,0.255,0.028
26,5,36,MI,40449,0.06,0.008
26,6,20,MI,261654,0.365,0.032
26,6,21,MI,266462,0.372,0.033
26,6,26,MI,188256.922,0.263,0.025
26,7,16,MI,247661,0.352,0.03
26,7,17,MI,247712,0.352,0.03
26,7,18,MI,35631.984,0.051,0.004
26,7,22,MI,63923.056,0.091,0.008
26,7,24,MI,109160,0.155,0.014
26,8,12,MI,118571.966,0.163,0.015
26,8,13,MI,79971.88,0.11,0.01
26,8,14,MI,54009.496,0.074,0.007
26,8,22,MI,188624,0.259,0.024
26,8,23,MI,271863.866,0.373,0.035
26,8,24,MI,16187.134,0.022,0.002
26,9,8,MI,78533.844,0.108,0.01
26,9,9,MI,279747.581,0.384,0.034
26,9,10,MI,158005.282,0.217,0.019
26,9,11,MI,77367.778,0.106,0.009
26,9,12,MI,57400.932,0.079,0.007
26,9,13,MI,77815.762,0.107,0.009
26,10,8,MI,200786.232,0.283,0.025
26,10,10,MI,122104.464,0.172,0.015
26,10,25,MI,261041.644,0.368,0.034
26,10,31,MI,124489.514,0.176,0.017
26,11,7,MI,245031.581,0.344,0.03
26,11,11,MI,10730.925,0.015,0.001
26,11,12,MI,22152.967,0.031,0.003
26,11,13,MI,124337.821,0.175,0.015
26,11,14,MI,94354.961,0.133,0.012
26,11,15,MI,214996.137,0.302,0.026
26,12,1,MI,87043.398,0.124,0.011
26,12,3,MI,94313.43,0.134,0.012
26,12,4,MI,92587.686,0.132,0.011
26,12,5,MI,10048.902,0.014,0.001
26,12,6,MI,153454.743,0.218,0.019
26,12,18,MI,252635.272,0.36,0.031
26,12,22,MI,12518.688,0.018,0.002
26,13,1,MI,74844.043,0.11,0.009
26,13,2,MI,52804.298,0.078,0.007
26,13,3,MI,127966.392,0.189,0.016
26,13,4,MI,80486.341,0.119,0.01
26,13,5,MI,221506.312,0.327,0.027
26,13,6,MI,103887.656,0.153,0.013
26,13,7,MI,16904.793,0.025,0.002
26,14,1,MI,83118.196,0.119,0.01
26,14,2,MI,192207.105,0.274,0.024
26,14,3,MI,22681.614,0.032,0.003
26,14,4,MI,71945.063,0.103,0.009
26,14,5,MI,18529.644,0.026,0.002
26,14,11,MI,193773.281,0.277,0.024
26,14,12,MI,66567.534,0.095,0.008
26,14,15,MI,51911.317,0.074,0.006
27,1,16,MN,25331,0.038,0.003
27,1,19,MN,81840.528,0.122,0.01
27,1,20,MN,31351.232,0.047,0.004
27,1,21,MN,13201.299,0.02,0.002
27,1,22,MN,39659.192,0.059,0.005
27,1,23,MN,77694.98,0.116,0.01
27,1,24,MN,78565.176,0.117,0.01
27,1,25,MN,83480.242,0.124,0.011
27,1,26,MN,83940.33,0.125,0.011
27,1,27,MN,78384.561,0.117,0.01
27,1,28,MN,78947.987,0.117,0.01
27,2,20,MN,51107.629,0.073,0.006
27,2,21,MN,65992.333,0.094,0.008
27,2,24,MN,1291.119,0.002,0
27,2,51,MN,83010.738,0.119,0.1
27,2,52,MN,82806.474,0.118,0.101
27,2,54,MN,76978.984,0.11,0.101
27,2,55,MN,87143.765,0.125,0.111
27,2,56,MN,84708.421,0.121,0.108
27,2,57,MN,82935.317,0.119,0.144
27,2,58,MN,82987.616,0.119,0.141
27,3,33,MN,85019.912,0.12,0.013
27,3,34,MN,85355.403,0.12,0.015
27,3,35,MN,10378.375,0.015,0.002
27,3,36,MN,83866.054,0.118,0.017
27,3,37,MN,23414.87,0.033,0.005
27,3,40,MN,52363.349,0.074,0.012
27,3,44,MN,84604.636,0.119,0.041
27,3,45,MN,9289.409,0.013,0.005
27,3,46,MN,10002.745,0.014,0.005
27,3,47,MN,48801.765,0.069,0.026
27,3,48,MN,84644.206,0.119,0.047
27,3,49,MN,70459.837,0.099,0.041
27,3,50,MN,61176.845,0.086,0.041
27,4,38,MN,32142.998,0.046,0.007
27,4,39,MN,53422.891,0.076,0.012
27,4,41,MN,22806.238,0.032,0.011
27,4,42,MN,84510.42,0.12,0.04
27,4,43,MN,84409.814,0.12,0.041
27,4,53,MN,84170.996,0.119,0.111
27,4,54,MN,7022.643,0.01,0.009
27,4,64,MN,84290.393,0.12,1
27,4,65,MN,83910.927,0.119,1
27,4,66,MN,83838.648,0.119,1
27,4,67,MN,84183.037,0.119,1
27,5,37,MN,4438.912,0.006,0.001
27,5,40,MN,32195.3,0.045,0.008
27,5,41,MN,60472.669,0.085,0.029
27,5,45,MN,75085.291,0.106,0.037
27,5,46,MN,74259.661,0.105,0.037
27,5,49,MN,14309.497,0.02,0.008
27,5,50,MN,23522.974,0.033,0.016
27,5,59,MN,84782.168,0.12,0.142
27,5,60,MN,84701.958,0.12,0.224
27,5,61,MN,84583.247,0.12,0.225
27,5,62,MN,84728.694,0.12,0.228
27,5,63,MN,84670.943,0.12,0.225
27,6,13,MN,76311.343,0.109,0.009
27,6,14,MN,82423.104,0.118,0.01
27,6,15,MN,49989.185,0.072,0.006
27,6,18,MN,4257.119,0.006,0.001
27,6,29,MN,83638.957,0.12,0.011
27,6,30,MN,83596.629,0.12,0.011
27,6,31,MN,72885.109,0.105,0.01
27,6,35,MN,72279.503,0.104,0.014
27,6,37,MN,55004.867,0.079,0.011
27,6,38,MN,51354.049,0.074,0.011
27,6,39,MN,27397.553,0.039,0.006
27,6,47,MN,38191.01,0.055,0.02
27,7,1,MN,79185,0.119,0.01
27,7,2,MN,52277.771,0.079,0.006
27,7,4,MN,83724.321,0.126,0.01
27,7,5,MN,17553.52,0.026,0.002
27,7,8,MN,81014.435,0.122,0.01
27,7,9,MN,24233,0.036,0.003
27,7,12,MN,80003.845,0.12,0.01
27,7,13,MN,5645.72,0.008,0.001
27,7,16,MN,51532.703,0.078,0.006
27,7,17,MN,77436.715,0.116,0.009
27,7,18,MN,73779,0.111,0.009
27,7,22,MN,38401.195,0.058,0.005
27,8,2,MN,28915.529,0.044,0.004
27,8,3,MN,78450.603,0.118,0.01
27,8,5,MN,62722.375,0.094,0.008
27,8,6,MN,79072.015,0.119,0.01
27,8,7,MN,78610.3,0.118,0.01
27,8,9,MN,53875.669,0.081,0.007
27,8,10,MN,79523,0.12,0.01
27,8,11,MN,78436.339,0.118,0.01
27,8,15,MN,31260.871,0.047,0.004
27,8,31,MN,9713.939,0.015,0.001
27,8,32,MN,81127.965,0.122,0.013
27,8,39,MN,2931.096,0.004,0.001
28,1,1,MS,64094.77,0.084,0.008
28,1,2,MS,64057.742,0.084,0.008
28,1,3,MS,59621.655,0.078,0.007
28,1,4,MS,59494,0.078,0.007
28,1,5,MS,59409.767,0.078,0.007
28,1,6,MS,61000.76,0.08,0.008
28,1,7,MS,55962.134,0.074,0.007
28,1,8,MS,47231.223,0.062,0.006
28,1,9,MS,53796,0.071,0.007
28,1,10,MS,53687.912,0.071,0.007
28,1,15,MS,20325.501,0.027,0.002
28,1,16,MS,32735.526,0.043,0.004
28,1,17,MS,53989.793,0.071,0.007
28,1,18,MS,8837.841,0.012,0.001
28,1,19,MS,57772.577,0.076,0.007
28,1,32,MS,9322.159,0.012,0.001
28,2,8,MS,7720.845,0.011,0.001
28,2,9,MS,11016.898,0.015,0.001
28,2,11,MS,54914.489,0.077,0.007
28,2,12,MS,50323.977,0.07,0.006
28,2,13,MS,53534.571,0.075,0.006
28,2,14,MS,52095.497,0.073,0.006
28,2,15,MS,3817.444,0.005,0
28,2,18,MS,15583.617,0.022,0.002
28,2,21,MS,55649.824,0.078,0.007
28,2,22,MS,44821.107,0.063,0.006
28,2,23,MS,54665.91,0.077,0.007
28,2,24,MS,53546.733,0.075,0.007
28,2,26,MS,39530.646,0.055,0.005
28,2,27,MS,53548.639,0.075,0.007
28,2,28,MS,56529.518,0.079,0.007
28,2,29,MS,46140.203,0.065,0.006
28,2,35,MS,2369.551,0.003,0
28,2,36,MS,54682.223,0.077,0.011
28,2,39,MS,3955.699,0.006,0.001
28,3,15,MS,31239.315,0.042,0.004
28,3,16,MS,22143.499,0.03,0.003
28,3,18,MS,29403,0.039,0.004
28,3,20,MS,60565.592,0.081,0.008
28,3,22,MS,13262.496,0.018,0.002
28,3,25,MS,63068.677,0.084,0.008
28,3,26,MS,17766.135,0.024,0.002
28,3,29,MS,11401.3,0.015,0.001
28,3,30,MS,59304.295,0.079,0.008
28,3,31,MS,56219.96,0.075,0.008
28,3,32,MS,47689.603,0.064,0.008
28,3,33,MS,51643.065,0.069,0.008
28,3,34,MS,16578,0.022,0.003
28,3,35,MS,57270.113,0.077,0.011
28,3,37,MS,53466.347,0.072,0.011
28,3,38,MS,57047.503,0.076,0.012
28,3,39,MS,51559.15,0.069,0.012
28,3,41,MS,46863,0.063,0.022
28,4,33,MS,1935.199,0.003,0
28,4,34,MS,42976.037,0.056,0.008
28,4,40,MS,56784.258,0.074,0.013
28,4,41,MS,7763.947,0.01,0.004
28,4,42,MS,55926.639,0.073,0.027
28,4,43,MS,57583,0.075,0.028
28,4,44,MS,59118.496,0.077,0.029
28,4,45,MS,55165.317,0.072,0.027
28,4,46,MS,61791.463,0.081,0.03
28,4,47,MS,59031.319,0.077,0.031
28,4,48,MS,64043.611,0.084,0.036
28,4,49,MS,62805.34,0.082,0.037
28,4,50,MS,61384.586,0.08,0.041
28,4,51,MS,60528.101,0.079,0.073
28,4,52,MS,59610.886,0.078,0.073
29,1,1,MO,18416.121,0.025,0.002
29,1,4,MO,154165.983,0.208,0.019
29,1,5,MO,172641.799,0.233,0.021
29,1,13,MO,171924.246,0.232,0.021
29,1,14,MO,162273.386,0.219,0.02
29,1,15,MO,2.999,0,0
29,1,24,MO,61143.161,0.083,0.008
29,2,1,MO,161120.817,0.212,0.02
29,2,2,MO,54332.814,0.071,0.007
29,2,4,MO,18393.13,0.024,0.002
29,2,14,MO,9410.485,0.012,0.001
29,2,15,MO,178765.226,0.235,0.022
29,2,22,MO,45213.626,0.059,0.006
29,2,23,MO,91931.907,0.121,0.012
29,2,24,MO,120416.021,0.158,0.016
29,2,26,MO,81311.628,0.107,0.011
29,3,2,MO,142026.799,0.183,0.018
29,3,3,MO,1.025,0,0
29,3,6,MO,139167,0.179,0.017
29,3,10,MO,145767,0.188,0.018
29,3,16,MO,27022.609,0.035,0.003
29,3,22,MO,116998.175,0.151,0.015
29,3,23,MO,102626.48,0.132,0.013
29,3,26,MO,102838,0.132,0.013
29,4,6,MO,36231,0.047,0.004
29,4,10,MO,19574.103,0.026,0.002
29,4,16,MO,70128.391,0.092,0.009
29,4,18,MO,24989,0.033,0.003
29,4,19,MO,194306,0.254,0.024
29,4,21,MO,64000,0.084,0.008
29,4,28,MO,145547,0.19,0.019
29,4,31,MO,173508.55,0.227,0.024
29,4,32,MO,7631,0.01,0.001
29,4,33,MO,29502.098,0.039,0.005
29,5,7,MO,172843.015,0.225,0.021
29,5,8,MO,102899.239,0.134,0.013
29,5,9,MO,173062.616,0.225,0.021
29,5,11,MO,161375.561,0.21,0.02
29,5,17,MO,79427.122,0.103,0.01
29,5,21,MO,78352,0.102,0.01
29,6,8,MO,69949.933,0.092,0.009
29,6,10,MO,15004.897,0.02,0.002
29,6,11,MO,11649.087,0.015,0.001
29,6,12,MO,181937.972,0.238,0.022
29,6,17,MO,111132.905,0.145,0.014
29,6,18,MO,153964,0.201,0.019
29,6,21,MO,33210,0.043,0.004
29,6,34,MO,187247,0.245,0.034
29,7,20,MO,188108.414,0.243,0.023
29,7,28,MO,31285,0.04,0.004
29,7,29,MO,182515,0.236,0.024
29,7,30,MO,184982.586,0.239,0.024
29,7,32,MO,177805,0.23,0.028
29,7,33,MO,8603.902,0.011,0.001
29,8,3,MO,174228.135,0.234,0.022
29,8,16,MO,84297,0.113,0.01
29,8,22,MO,13758.039,0.018,0.002
29,8,25,MO,165985,0.223,0.021
29,8,27,MO,174577,0.235,0.023
29,8,33,MO,131472,0.177,0.021
30,0,1,MT,19259,0.018,0.002
30,0,2,MT,21461.37,0.021,0.003
30,0,3,MT,21381.548,0.021,0.003
30,0,4,MT,21513.147,0.021,0.003
30,0,5,MT,21360.31,0.02,0.003
30,0,6,MT,21007.868,0.02,0.003
30,0,7,MT,20377.937,0.02,0.002
30,0,8,MT,19691.98,0.019,0.002
30,0,9,MT,19494.564,0.019,0.002
30,0,10,MT,19979.596,0.019,0.002
30,0,11,MT,19856.954,0.019,0.002
30,0,12,MT,19762.46,0.019,0.002
30,0,13,MT,20014.78,0.019,0.002
30,0,14,MT,20234.896,0.019,0.002
30,0,15,MT,19512.689,0.019,0.002
30,0,16,MT,20493.785,0.02,0.003
30,0,17,MT,20207.84,0.019,0.002
30,0,18,MT,21902,0.021,0.003
30,0,19,MT,20580.671,0.02,0.003
30,0,20,MT,20594.64,0.02,0.003
30,0,21,MT,19760.687,0.019,0.002
30,0,22,MT,21099.664,0.02,0.003
30,0,23,MT,21133.927,0.02,0.003
30,0,24,MT,20961.541,0.02,0.003
30,0,25,MT,20964.753,0.02,0.003
30,0,26,MT,21067.543,0.02,0.003
30,0,27,MT,21202.454,0.02,0.003
30,0,28,MT,21167.12,0.02,0.003
30,0,29,MT,20381.02,0.02,0.003
30,0,30,MT,19840.729,0.019,0.003
30,0,31,MT,23041.971,0.022,0.003
30,0,32,MT,23138.87,0.022,0.004
30,0,33,MT,22814.318,0.022,0.004
30,0,34,MT,23243.94,0.022,0.004
30,0,35,MT,21978.151,0.021,0.004
30,0,36,MT,20705.943,0.02,0.004
30,0,37,MT,20304.434,0.019,0.004
30,0,38,MT,20434.265,0.02,0.004
30,0,39,MT,20074.876,0.019,0.005
30,0,40,MT,20888.278,0.02,0.005
30,0,41,MT,20958.829,0.02,0.01
30,0,42,MT,21044.795,0.02,0.01
30,0,43,MT,21042.953,0.02,0.01
30,0,44,MT,21045.047,0.02,0.01
30,0,45,MT,20946.091,0.02,0.01
30,0,46,MT,21083.153,0.02,0.01
30,0,47,MT,20687.465,0.02,0.011
30,0,48,MT,20914.216,0.02,0.012
30,0,49,MT,21035.341,0.02,0.012
30,0,50,MT,20869.591,0.02,0.014
31,1,1,NE,13323.527,0.021,0.002
31,1,2,NE,28524.473,0.044,0.004
31,1,3,NE,34157.958,0.053,0.004
31,1,15,NE,36757,0.057,0.004
31,1,16,NE,36165,0.056,0.004
31,1,17,NE,7127,0.011,0.001
31,1,19,NE,37397.837,0.058,0.005
31,1,21,NE,41200.022,0.064,0.005
31,1,22,NE,37997.881,0.059,0.005
31,1,23,NE,37928.282,0.059,0.005
31,1,24,NE,22487,0.035,0.003
31,1,25,NE,40669.508,0.063,0.005
31,1,26,NE,40990.637,0.064,0.005
31,1,27,NE,41307.427,0.064,0.005
31,1,28,NE,41554.783,0.065,0.005
31,1,29,NE,41228.229,0.064,0.005
31,1,30,NE,15361.047,0.024,0.002
31,1,32,NE,5786.837,0.009,0.001
31,1,40,NE,262.171,0,0
31,1,45,NE,41545.869,0.065,0.02
31,1,46,NE,41538.51,0.065,0.02
31,2,2,NE,11484.792,0.017,0.001
31,2,3,NE,7319.16,0.011,0.001
31,2,4,NE,39770.832,0.06,0.005
31,2,5,NE,39838.447,0.061,0.005
31,2,6,NE,39242.786,0.06,0.005
31,2,7,NE,40278.485,0.061,0.005
31,2,8,NE,39227.761,0.06,0.005
31,2,9,NE,39307.182,0.06,0.005
31,2,10,NE,39500.369,0.06,0.005
31,2,11,NE,39511.102,0.06,0.005
31,2,12,NE,39769.758,0.06,0.005
31,2,13,NE,38881.097,0.059,0.005
31,2,14,NE,42532.051,0.065,0.005
31,2,18,NE,40234.481,0.061,0.005
31,2,20,NE,40641.248,0.062,0.005
31,2,31,NE,39618.428,0.06,0.005
31,2,39,NE,39173.024,0.06,0.009
31,2,49,NE,41983.17,0.064,0.025
31,3,1,NE,22854,0.038,0.003
31,3,17,NE,29830,0.049,0.004
31,3,24,NE,13794,0.023,0.002
31,3,30,NE,21799,0.036,0.003
31,3,32,NE,32329,0.053,0.005
31,3,33,NE,37689.517,0.062,0.006
31,3,34,NE,36659.811,0.061,0.007
31,3,35,NE,39629.672,0.065,0.007
31,3,36,NE,37965.788,0.063,0.008
31,3,37,NE,41293.537,0.068,0.009
31,3,38,NE,37433.675,0.062,0.008
31,3,40,NE,36363.829,0.06,0.009
31,3,41,NE,37673,0.062,0.018
31,3,42,NE,35550,0.059,0.017
31,3,43,NE,37311.221,0.062,0.018
31,3,44,NE,35962,0.059,0.017
31,3,47,NE,34930.779,0.058,0.018
31,3,48,NE,36422,0.06,0.02
32,1,2,NV,109906.032,0.147,0.014
32,1,3,NV,106078.074,0.142,0.013
32,1,4,NV,12954.296,0.017,0.002
32,1,6,NV,33926.866,0.045,0.004
32,1,7,NV,87236.566,0.117,0.011
32,1,8,NV,35174.128,0.047,0.004
32,1,10,NV,137777.764,0.185,0.017
32,1,11,NV,109141.545,0.146,0.013
32,1,21,NV,113663.286,0.152,0.014
32,2,13,NV,138401.174,0.195,0.017
32,2,14,NV,127226.163,0.179,0.016
32,2,15,NV,138280.614,0.194,0.017
32,2,16,NV,133554.049,0.188,0.016
32,2,17,NV,119966.219,0.169,0.015
32,2,19,NV,54085,0.076,0.007
32,3,5,NV,142291.772,0.191,0.017
32,3,6,NV,5973.382,0.008,0.001
32,3,7,NV,54832.046,0.074,0.007
32,3,8,NV,106474.679,0.143,0.013
32,3,9,NV,142382.361,0.191,0.017
32,3,10,NV,4116.298,0.006,0.001
32,3,11,NV,32889.506,0.044,0.004
32,3,12,NV,103293,0.138,0.013
32,3,19,NV,3905.29,0.005,0
32,3,20,NV,142005.642,0.19,0.018
32,3,21,NV,7694.582,0.01,0.001
32,4,1,NV,142359.162,0.193,0.018
32,4,2,NV,32291.836,0.044,0.004
32,4,3,NV,36129.737,0.049,0.005
32,4,4,NV,129318.695,0.176,0.016
32,4,6,NV,102156.212,0.139,0.013
32,4,12,NV,39049.591,0.053,0.005
32,4,14,NV,8334.714,0.011,0.001
32,4,17,NV,9481.781,0.013,0.001
32,4,18,NV,142192.344,0.193,0.018
32,4,19,NV,75035.952,0.102,0.009
32,4,21,NV,20477.642,0.028,0.003
33,1,2,NH,18438.228,0.027,0.002
33,1,3,NH,53892.039,0.08,0.007
33,1,4,NH,54695.227,0.081,0.007
33,1,6,NH,54315.832,0.081,0.007
33,1,7,NH,30777.916,0.046,0.004
33,1,9,NH,21575.501,0.032,0.003
33,1,11,NH,25937.817,0.039,0.003
33,1,14,NH,29844.066,0.044,0.004
33,1,16,NH,45484.935,0.068,0.006
33,1,17,NH,19454.567,0.029,0.002
33,1,18,NH,46800.003,0.07,0.006
33,1,19,NH,42790.806,0.064,0.005
33,1,20,NH,54828.617,0.082,0.007
33,1,21,NH,54482.854,0.081,0.007
33,1,22,NH,7815.912,0.012,0.001
33,1,23,NH,54454.583,0.081,0.007
33,1,24,NH,56773.984,0.084,0.007
33,2,1,NH,52658.646,0.079,0.007
33,2,2,NH,34943.257,0.053,0.004
33,2,3,NH,246.363,0,0
33,2,5,NH,56622.499,0.085,0.007
33,2,7,NH,25616.432,0.039,0.003
33,2,8,NH,55955.23,0.084,0.007
33,2,9,NH,33714.643,0.051,0.004
33,2,10,NH,55399.119,0.084,0.007
33,2,11,NH,30523.997,0.046,0.004
33,2,12,NH,56900.807,0.086,0.007
33,2,13,NH,58651.621,0.089,0.007
33,2,14,NH,24895.827,0.038,0.003
33,2,15,NH,56769.495,0.086,0.007
33,2,16,NH,10426.967,0.016,0.001
33,2,17,NH,37109.558,0.056,0.005
33,2,18,NH,8417.325,0.013,0.001
33,2,19,NH,13961.607,0.021,0.002
33,2,22,NH,49618.719,0.075,0.006
34,1,3,NJ,72126.278,0.099,0.009
34,1,4,NJ,215271.814,0.294,0.027
34,1,5,NJ,196985.794,0.269,0.024
34,1,6,NJ,222607.891,0.304,0.027
34,1,7,NJ,7407.068,0.01,0.001
34,1,8,NJ,17711.245,0.024,0.002
34,2,1,NJ,217667.403,0.301,0.027
34,2,2,NJ,213600.513,0.296,0.026
34,2,3,NJ,148065.006,0.205,0.018
34,2,4,NJ,9059.261,0.013,0.001
34,2,5,NJ,28102.57,0.039,0.003
34,2,8,NJ,25175.611,0.035,0.003
34,2,9,NJ,81076.552,0.112,0.01
34,3,7,NJ,213989.96,0.289,0.026
34,3,8,NJ,176021.48,0.237,0.022
34,3,9,NJ,148519.136,0.2,0.018
34,3,10,NJ,177720.224,0.24,0.022
34,3,12,NJ,23594.884,0.032,0.003
34,3,30,NJ,1851.788,0.002,0
34,4,10,NJ,52775.945,0.072,0.006
34,4,11,NJ,165034.393,0.224,0.02
34,4,12,NJ,125484.283,0.17,0.015
34,4,13,NJ,66351.312,0.09,0.008
34,4,14,NJ,103362.43,0.14,0.013
34,4,30,NJ,224274.958,0.304,0.03
34,5,23,NJ,29979.533,0.04,0.004
34,5,24,NJ,132621.862,0.178,0.017
34,5,26,NJ,26273.746,0.035,0.003
34,5,37,NJ,93610.46,0.125,0.019
34,5,38,NJ,178570.424,0.239,0.037
34,5,39,NJ,203510.292,0.272,0.047
34,5,40,NJ,82572.44,0.111,0.019
34,6,11,NJ,56779.654,0.076,0.007
34,6,12,NJ,31537.617,0.042,0.004
34,6,13,NJ,156759.342,0.21,0.019
34,6,17,NJ,114877.924,0.154,0.014
34,6,18,NJ,156065.001,0.209,0.019
34,6,19,NJ,232124.867,0.31,0.029
34,7,15,NJ,11422.489,0.015,0.001
34,7,16,NJ,137638.806,0.185,0.017
34,7,20,NJ,32738.216,0.044,0.004
34,7,21,NJ,198231.365,0.266,0.025
34,7,22,NJ,48003.097,0.065,0.006
34,7,23,NJ,170152.019,0.229,0.022
34,7,24,NJ,28468.094,0.038,0.004
34,7,25,NJ,97022.37,0.13,0.013
34,7,27,NJ,20508.132,0.028,0.003
34,8,20,NJ,129425.265,0.168,0.016
34,8,28,NJ,13856.077,0.018,0.002
34,8,29,NJ,148460.58,0.193,0.019
34,8,31,NJ,90304.951,0.117,0.012
34,8,32,NJ,185655.867,0.241,0.03
34,8,33,NJ,202484.389,0.263,0.032
34,9,32,NJ,48691.3,0.065,0.008
34,9,34,NJ,85263.854,0.113,0.015
34,9,35,NJ,214297.951,0.285,0.04
34,9,36,NJ,227537.653,0.302,0.046
34,9,37,NJ,131924.985,0.175,0.027
34,9,38,NJ,45499.695,0.06,0.01
34,10,20,NJ,69927.693,0.092,0.009
34,10,21,NJ,13771.157,0.018,0.002
34,10,22,NJ,70264.283,0.093,0.009
34,10,27,NJ,59044.107,0.078,0.008
34,10,28,NJ,163243.716,0.216,0.021
34,10,29,NJ,80059.479,0.106,0.01
34,10,31,NJ,145536.323,0.192,0.02
34,10,33,NJ,31611.329,0.042,0.005
34,10,34,NJ,122809.913,0.162,0.022
34,11,21,NJ,9073.908,0.012,0.001
34,11,24,NJ,47001.276,0.064,0.006
34,11,25,NJ,120162.957,0.162,0.016
34,11,26,NJ,194340.73,0.263,0.025
34,11,27,NJ,141956.88,0.192,0.019
34,11,28,NJ,52050.504,0.07,0.007
34,11,34,NJ,11485.571,0.016,0.002
34,11,35,NJ,8529.831,0.012,0.002
34,11,39,NJ,19032.762,0.026,0.004
34,11,40,NJ,136201.392,0.184,0.032
34,12,12,NJ,44780.922,0.06,0.005
34,12,14,NJ,115941.956,0.154,0.014
34,12,15,NJ,205648.78,0.274,0.025
34,12,16,NJ,84473.222,0.112,0.01
34,12,17,NJ,113540.641,0.151,0.014
34,12,18,NJ,67905.759,0.09,0.008
34,12,22,NJ,103943.517,0.138,0.013
34,12,23,NJ,15422.275,0.021,0.002
35,1,9,NM,21305.96,0.03,0.003
35,1,10,NM,36318.979,0.052,0.004
35,1,11,NM,50021.228,0.071,0.006
35,1,12,NM,49896.579,0.071,0.006
35,1,13,NM,49863.884,0.071,0.006
35,1,14,NM,49879.209,0.071,0.006
35,1,15,NM,50298.113,0.072,0.006
35,1,16,NM,49432.719,0.071,0.006
35,1,17,NM,49154.812,0.07,0.006
35,1,18,NM,50523.913,0.072,0.006
35,1,19,NM,45027.745,0.064,0.006
35,1,20,NM,50960.186,0.073,0.006
35,1,21,NM,49213.05,0.07,0.006
35,1,22,NM,1588.77,0.002,0
35,1,23,NM,27031.571,0.039,0.003
35,1,26,NM,49548.173,0.071,0.006
35,1,29,NM,11261.577,0.016,0.001
35,1,39,NM,7490.452,0.011,0.002
35,1,40,NM,1898.906,0.003,0
35,2,4,NM,12933.284,0.019,0.002
35,2,8,NM,4376,0.006,0.001
35,2,27,NM,24221.501,0.035,0.003
35,2,28,NM,46927.029,0.068,0.006
35,2,29,NM,39249.354,0.056,0.005
35,2,30,NM,47380.378,0.068,0.006
35,2,31,NM,50017.431,0.072,0.007
35,2,32,NM,49965.873,0.072,0.008
35,2,33,NM,49439.389,0.071,0.008
35,2,34,NM,51773.058,0.074,0.009
35,2,35,NM,47506.632,0.068,0.009
35,2,36,NM,51106.725,0.074,0.01
35,2,37,NM,51027.895,0.073,0.011
