StateFIPS,CongressionalDistrict,StateUpper,StateLower,StateAbbreviation,Population2016,CDInSLD,SLDInCD
17,18,46,92,IL,27974.998,0.04,0.162
17,18,47,93,IL,70864,0.101,0.438
17,18,47,94,IL,85086,0.121,0.569
17,18,50,99,IL,66235.403,0.094,0.44
17,18,50,100,IL,55619.058,0.079,0.38
17,18,51,101,IL,10409.829,0.015,0.072
17,18,53,105,IL,78926.797,0.112,0.717
17,18,53,106,IL,19990.109,0.028,0.191
18,1,1,1,IN,19902.833,0.028,0.009
18,1,1,2,IN,10142.913,0.014,0.012
18,1,1,12,IN,60005.294,0.084,0.916
18,1,1,15,IN,37435.232,0.053,1
18,1,1,19,IN,66.607,0,0.009
18,1,2,1,IN,44096.937,0.062,0.228
18,1,2,2,IN,41445.38,0.058,0.029
18,1,2,12,IN,4040.513,0.006,0.033
18,1,2,14,IN,34137.194,0.048,1
18,1,2,15,IN,898.218,0.001,0.043
18,1,2,19,IN,1068.655,0.001,0.03
18,1,3,2,IN,11827.684,0.017,0.27
18,1,3,3,IN,63251.418,0.089,0.068
18,1,3,14,IN,29611.819,0.042,0.09
18,1,3,19,IN,23051.005,0.032,0.072
18,1,4,4,IN,12419.207,0.017,0.014
18,1,4,9,IN,50988.325,0.072,0.276
18,1,4,10,IN,66121.761,0.093,0.493
18,1,5,4,IN,53546.344,0.075,0.899
18,1,5,9,IN,1487.369,0.002,0.004
18,1,5,11,IN,18945.314,0.027,0.203
18,1,5,19,IN,5193.728,0.007,0.03
18,1,5,20,IN,2731.943,0.004,0.016
18,1,6,11,IN,44946.179,0.063,0.15
18,1,6,15,IN,25187.335,0.035,0.066
18,1,6,19,IN,34730.782,0.049,0.164
18,1,8,8,IN,3712.995,0.005,0.004
18,1,8,9,IN,11935.473,0.017,0.093
18,2,5,16,IN,20485.601,0.028,0.135
18,2,5,20,IN,1207.423,0.002,0.007
18,2,8,6,IN,2825.199,0.004,1
18,2,8,7,IN,27447.379,0.038,0.541
18,2,8,8,IN,19611.078,0.027,0.022
18,2,8,16,IN,1650.605,0.002,0.004
18,2,8,20,IN,60155.104,0.083,0.244
18,2,9,7,IN,15863.258,0.022,1
18,2,9,17,IN,34425.971,0.048,0.13
18,2,9,21,IN,14029.611,0.019,0.069
18,2,9,22,IN,21699.965,0.03,0.066
18,2,9,48,IN,823.133,0.001,1
18,2,10,5,IN,29872.291,0.041,0.598
18,2,10,6,IN,62299.561,0.086,1
18,2,10,7,IN,21968.389,0.03,0.999
18,2,10,8,IN,16241.363,0.022,0.306
18,2,11,5,IN,35367.413,0.049,0.49
18,2,11,8,IN,25707.089,0.035,0.179
18,2,11,21,IN,20086.997,0.028,0.073
18,2,11,48,IN,50102.777,0.069,0.825
18,2,12,21,IN,32894.356,0.045,0.057
18,2,12,22,IN,13039.964,0.018,0.086
18,2,12,48,IN,16182.084,0.022,0.172
18,2,12,49,IN,66651.041,0.092,0.755
18,2,12,82,IN,3056.318,0.004,1
18,2,17,18,IN,31762,0.044,0.294
18,2,18,16,IN,1900.234,0.003,0.137
18,2,18,17,IN,28808.786,0.04,0.432
18,2,18,18,IN,9052.708,0.012,0.011
18,2,18,22,IN,3667.404,0.005,1
18,2,18,23,IN,35541.073,0.049,0.541
18,3,9,18,IN,17654.044,0.024,0.021
18,3,9,22,IN,28227.863,0.038,0.086
18,3,13,51,IN,66514.273,0.09,0.472
18,3,13,52,IN,15346.01,0.021,0.655
18,3,13,82,IN,51211.075,0.069,0.684
18,3,14,52,IN,30538.642,0.041,0.223
18,3,14,79,IN,7876.567,0.011,0.608
18,3,14,80,IN,15584.261,0.021,0.747
18,3,14,84,IN,27919.281,0.038,0.676
18,3,14,85,IN,51987.843,0.07,0.625
18,3,15,52,IN,19571.538,0.026,0.614
18,3,15,79,IN,740.122,0.001,0.148
18,3,15,80,IN,32930.221,0.045,0.396
18,3,15,81,IN,25472.709,0.034,1
18,3,15,84,IN,40140.678,0.054,1
18,3,15,85,IN,15780.237,0.021,0.3
18,3,16,50,IN,22892.706,0.031,1
18,3,16,52,IN,787.031,0.001,0.02
18,3,16,79,IN,2745.749,0.004,0.398
18,3,16,80,IN,19458.956,0.026,0.46
18,3,16,81,IN,42571.614,0.058,0.591
18,3,16,82,IN,5376.831,0.007,0.374
18,3,16,83,IN,40919.697,0.055,0.444
18,3,17,50,IN,27892.221,0.038,0.321
18,3,17,82,IN,5352.121,0.007,0.155
18,3,17,83,IN,25744.839,0.035,0.805
18,3,18,18,IN,2438.46,0.003,0.003
18,3,19,31,IN,4713.751,0.006,0.048
18,3,19,33,IN,21046,0.028,0.238
18,3,19,50,IN,14637.425,0.02,0.261
18,3,19,79,IN,55258.274,0.075,0.883
18,4,5,16,IN,26031.962,0.035,0.171
18,4,6,13,IN,13546.47,0.018,0.064
18,4,6,16,IN,9027.53,0.012,0.043
18,4,7,13,IN,4716.217,0.006,0.014
18,4,7,16,IN,4820.512,0.006,0.007
18,4,7,25,IN,52903.664,0.07,0.246
18,4,7,27,IN,31215.095,0.042,0.203
18,4,7,38,IN,27443.863,0.037,1
18,4,7,41,IN,6838.561,0.009,0.829
18,4,18,23,IN,27542.645,0.037,0.419
18,4,18,25,IN,6147.725,0.008,0.072
18,4,18,38,IN,10959.526,0.015,0.205
18,4,21,30,IN,48281.407,0.064,0.497
18,4,21,38,IN,26003.069,0.035,0.113
18,4,22,13,IN,23662.476,0.032,1
18,4,22,25,IN,6024.462,0.008,0.772
18,4,22,26,IN,70840.491,0.094,1
18,4,22,27,IN,39048.528,0.052,1
18,4,22,41,IN,2825.565,0.004,0.013
18,4,23,13,IN,23464.162,0.031,0.176
18,4,23,24,IN,857.246,0.001,0.086
18,4,23,28,IN,3271.46,0.004,1
18,4,23,41,IN,58470.098,0.078,0.678
18,4,23,42,IN,5293.447,0.007,0.018
18,4,24,28,IN,61667.579,0.082,1
18,4,24,40,IN,61822.173,0.082,0.655
18,4,24,44,IN,18352.643,0.024,0.323
18,4,35,28,IN,6373.693,0.008,1
18,4,35,40,IN,10329.093,0.014,0.277
18,4,35,91,IN,20417.461,0.027,0.256
18,4,37,44,IN,29183.871,0.039,0.227
18,4,37,60,IN,13124.396,0.017,0.301
18,5,7,24,IN,2690.451,0.004,0.01
18,5,7,41,IN,1407.436,0.002,0.171
18,5,17,18,IN,3416.547,0.004,0.032
18,5,17,31,IN,31267.712,0.041,0.559
18,5,19,31,IN,17534.254,0.023,0.179
18,5,19,32,IN,14165.868,0.018,0.948
18,5,19,33,IN,137.992,0,0.002
18,5,20,24,IN,24607.519,0.032,0.334
18,5,20,29,IN,67349.198,0.088,0.433
18,5,20,32,IN,13283.175,0.017,0.063
18,5,20,37,IN,18650.37,0.024,0.274
18,5,20,39,IN,25446.359,0.033,0.077
18,5,21,29,IN,2223.849,0.003,0.162
18,5,21,30,IN,16633.912,0.022,0.171
18,5,21,31,IN,1469.421,0.002,0.012
18,5,21,32,IN,34871.277,0.045,0.289
18,5,23,24,IN,7408.156,0.01,0.743
18,5,25,35,IN,5028.003,0.007,0.325
18,5,25,36,IN,42563.682,0.056,0.562
18,5,26,32,IN,2975.156,0.004,0.241
18,5,26,35,IN,32686.441,0.043,0.618
18,5,26,36,IN,21318.183,0.028,0.907
18,5,26,53,IN,24724.535,0.032,0.527
18,5,29,24,IN,37266.288,0.049,1
18,5,29,39,IN,23049.672,0.03,0.989
18,5,29,86,IN,24641.554,0.032,0.075
18,5,29,94,IN,3488.221,0.005,0.088
18,5,30,24,IN,2235.371,0.003,0.089
18,5,30,37,IN,16628.165,0.022,0.36
18,5,30,39,IN,25654.917,0.033,0.4
18,5,30,86,IN,39886.373,0.052,0.251
18,5,30,87,IN,44796.763,0.058,0.277
18,5,30,94,IN,6941.019,0.009,0.036
18,5,30,96,IN,1162.74,0.002,0.01
18,5,31,29,IN,4800.287,0.006,0.154
18,5,31,37,IN,38957.68,0.051,0.89
18,5,31,87,IN,21376.295,0.028,0.057
18,5,31,88,IN,47032.253,0.061,0.18
18,5,31,95,IN,11568.017,0.015,0.229
18,5,33,94,IN,3091.264,0.004,0.02
18,5,33,96,IN,2361.947,0.003,0.029
18,6,25,33,IN,12284.249,0.017,0.322
18,6,25,34,IN,63333.047,0.088,0.863
18,6,25,35,IN,6079.249,0.008,0.393
18,6,26,31,IN,6803.297,0.009,0.285
18,6,26,32,IN,1991.377,0.003,0.161
18,6,26,33,IN,4875.778,0.007,0.354
18,6,26,35,IN,20236.002,0.028,0.382
18,6,26,54,IN,13413.856,0.019,0.115
18,6,27,33,IN,25082,0.035,0.276
18,6,27,54,IN,3910.026,0.005,0.017
18,6,27,55,IN,583.347,0.001,1
18,6,27,56,IN,62657.974,0.087,0.788
18,6,27,68,IN,31681.086,0.044,0.84
18,6,28,53,IN,42191.246,0.059,0.706
18,6,28,57,IN,22026.473,0.031,0.232
18,6,28,88,IN,22396.691,0.031,0.168
18,6,41,57,IN,1668.447,0.002,1
18,6,41,59,IN,40482.639,0.056,1
18,6,42,54,IN,46297.738,0.064,0.868
18,6,42,55,IN,45874.632,0.064,0.759
18,6,42,57,IN,31426.59,0.044,1
18,6,42,68,IN,2904.435,0.004,1
18,6,43,55,IN,17616.267,0.025,1
18,6,43,57,IN,10180.285,0.014,1
18,6,43,59,IN,1160.705,0.002,1
18,6,43,67,IN,47782.758,0.066,1
18,6,43,68,IN,28883.775,0.04,1
18,6,43,69,IN,23227.813,0.032,0.928
18,6,44,59,IN,26537.217,0.037,1
18,6,45,66,IN,32899.369,0.046,0.505
18,6,45,67,IN,16340.207,0.023,1
18,6,45,69,IN,5872.189,0.008,0.555
18,7,28,89,IN,17555.713,0.023,1
18,7,28,98,IN,10178.146,0.014,0.485
18,7,28,100,IN,20205.22,0.027,1
18,7,29,86,IN,1111.688,0.001,0.003
18,7,29,92,IN,23914.32,0.032,0.511
18,7,29,94,IN,13398.604,0.018,0.338
18,7,29,99,IN,14398.811,0.019,0.586
18,7,30,86,IN,1882.681,0.003,0.012
18,7,30,96,IN,2107.727,0.003,0.017
18,7,31,95,IN,17984.969,0.024,0.356
18,7,32,89,IN,43943.462,0.059,1
18,7,32,90,IN,67616.065,0.09,1
18,7,32,100,IN,23814.299,0.032,1
18,7,33,92,IN,1259.635,0.002,0.012
18,7,33,94,IN,40318.754,0.054,0.265
18,7,33,96,IN,31829.498,0.042,0.384
18,7,33,97,IN,5375.07,0.007,0.028
18,7,33,99,IN,51966.996,0.069,0.235
18,7,34,87,IN,1667.011,0.002,0.036
18,7,34,95,IN,38449.617,0.051,0.761
18,7,34,96,IN,29592.577,0.039,0.712
18,7,34,98,IN,57238.919,0.076,0.766
18,7,34,100,IN,9020.615,0.012,0.049
18,7,35,91,IN,37377.52,0.05,0.469
18,7,35,92,IN,42318.125,0.056,0.318
18,7,35,97,IN,19889.529,0.026,0.606
18,7,35,99,IN,1605.54,0.002,1
18,7,36,89,IN,5475.09,0.007,0.079
18,7,36,91,IN,10489.669,0.014,0.959
18,7,36,93,IN,50693.816,0.068,1
18,7,36,97,IN,42845.318,0.057,0.385
18,7,36,100,IN,15070.825,0.02,1
18,8,23,42,IN,29807.616,0.041,0.102
18,8,23,44,IN,2637.384,0.004,0.28
18,8,37,44,IN,3907.198,0.005,0.03
18,8,37,46,IN,739.905,0.001,0.023
18,8,38,42,IN,27592.833,0.038,1
18,8,38,43,IN,65089.054,0.09,1
18,8,38,44,IN,5304.849,0.007,1
18,8,38,45,IN,6323.863,0.009,1
18,8,38,46,IN,23776.284,0.033,0.967
18,8,39,45,IN,34232.808,0.047,0.936
18,8,39,46,IN,22346.014,0.031,0.352
18,8,39,62,IN,34887.411,0.048,0.461
18,8,39,63,IN,35714.686,0.05,0.604
18,8,47,63,IN,5521.023,0.008,1
18,8,47,74,IN,28018.418,0.039,0.63
18,8,48,45,IN,23230.627,0.032,1
18,8,48,63,IN,25334.354,0.035,1
18,8,48,64,IN,26623.091,0.037,1
18,8,48,74,IN,19561.807,0.027,1
18,8,48,75,IN,36281.158,0.05,1
18,8,49,64,IN,37876.684,0.053,1
18,8,49,76,IN,64532.866,0.089,1
18,8,49,77,IN,12456.327,0.017,1
18,8,49,78,IN,15289.792,0.021,1
18,8,50,75,IN,30149.063,0.042,1
18,8,50,77,IN,53373.712,0.074,1
18,8,50,78,IN,50448.097,0.07,1
18,9,36,47,IN,1621.53,0.002,1
18,9,36,58,IN,11418.185,0.015,0.188
18,9,37,44,IN,4571.737,0.006,0.036
18,9,37,47,IN,31397.522,0.042,1
18,9,37,60,IN,30543.332,0.041,0.699
18,9,37,65,IN,1477.878,0.002,1
18,9,37,93,IN,17808.537,0.024,0.213
18,9,40,46,IN,18199.918,0.024,1
18,9,40,60,IN,22642.6,0.03,0.292
18,9,40,61,IN,67889.838,0.091,0.625
18,9,40,62,IN,29388.349,0.039,0.679
18,9,41,47,IN,36406.074,0.049,1
18,9,41,58,IN,58874.606,0.079,1
18,9,41,65,IN,4335.689,0.006,1
18,9,43,69,IN,1803.062,0.002,0.072
18,9,44,62,IN,1723.082,0.002,1
18,9,44,65,IN,58992.725,0.079,1
18,9,44,69,IN,29852.314,0.04,1
18,9,44,73,IN,14036.887,0.019,1
18,9,45,66,IN,32224.862,0.043,0.495
18,9,45,69,IN,4716.42,0.006,0.445
18,9,45,70,IN,19006.929,0.025,1
18,9,45,71,IN,12083.931,0.016,1
18,9,45,73,IN,8554.676,0.011,1
18,9,46,70,IN,9959.003,0.013,1
18,9,46,71,IN,56417.642,0.075,1
18,9,46,72,IN,67030.997,0.09,1
18,9,47,70,IN,37737.776,0.05,1
18,9,47,73,IN,41571.675,0.056,1
18,9,47,74,IN,16420.624,0.022,0.37
19,1,26,51,IA,30149.241,0.039,0.137
19,1,28,55,IA,29526.244,0.038,0.131
19,1,28,56,IA,29293.806,0.038,0.053
19,1,29,57,IA,31413.879,0.041,0.147
19,1,29,58,IA,30063.732,0.039,0.141
19,1,30,59,IA,30734.494,0.04,0.048
19,1,30,60,IA,30762.881,0.04,0.118
19,1,31,61,IA,30905.832,0.04,0.045
19,1,31,62,IA,31061.963,0.04,0.191
19,1,32,63,IA,31175.04,0.04,0.092
19,1,32,64,IA,30082.962,0.039,0.103
19,1,33,65,IA,31779.043,0.041,0.205
19,1,33,66,IA,31805.278,0.041,0.202
19,1,34,67,IA,32129.543,0.042,0.179
19,1,34,68,IA,31802.129,0.041,0.181
19,1,35,69,IA,32118,0.042,0.125
19,1,35,70,IA,31896.576,0.041,0.099
19,1,36,71,IA,30418.463,0.039,0.164
19,1,36,72,IA,30274.328,0.039,0.206
19,1,38,75,IA,30242.743,0.039,0.058
19,1,38,76,IA,30300.257,0.039,0.197
19,1,48,95,IA,31826.179,0.041,0.186
19,1,48,96,IA,29858.985,0.039,0.164
19,1,50,99,IA,31465.667,0.041,0.209
19,1,50,100,IA,31438.737,0.041,0.215
19,2,14,27,IA,29776.479,0.038,0.07
19,2,14,28,IA,30150.301,0.039,0.114
19,2,15,29,IA,30066.245,0.039,0.098
19,2,37,73,IA,31368.944,0.04,0.177
19,2,37,74,IA,34261.332,0.044,0.05
19,2,39,77,IA,33896.314,0.043,0.066
19,2,39,78,IA,30336.564,0.039,0.048
19,2,40,79,IA,30311.945,0.039,0.068
19,2,40,80,IA,29582.441,0.038,0.045
19,2,41,81,IA,30053.589,0.039,0.157
19,2,41,82,IA,31234.104,0.04,0.206
19,2,42,83,IA,29280.186,0.038,0.164
19,2,42,84,IA,30158.146,0.039,0.167
19,2,43,85,IA,34137.047,0.044,0.22
19,2,43,86,IA,34147.124,0.044,0.193
19,2,44,87,IA,29990.75,0.038,0.179
19,2,44,88,IA,30139.252,0.039,0.196
19,2,45,89,IA,31938.547,0.041,0.218
19,2,45,90,IA,31897.836,0.041,0.211
19,2,46,91,IA,30881.239,0.04,0.208
19,2,46,92,IA,31831.027,0.041,0.184
19,2,47,93,IA,31799.711,0.041,0.196
19,2,47,94,IA,32105.568,0.041,0.215
19,2,49,97,IA,30580.059,0.039,0.199
19,2,49,98,IA,29630.252,0.038,0.197
19,3,8,15,IA,30719.182,0.037,0.121
19,3,8,16,IA,30372.612,0.037,0.078
19,3,10,19,IA,37973.605,0.046,0.145
19,3,10,20,IA,31953.326,0.039,0.041
19,3,11,21,IA,29343.597,0.036,0.106
19,3,11,22,IA,30681.009,0.037,0.135
19,3,12,23,IA,29395.58,0.036,0.08
19,3,12,24,IA,29426.42,0.036,0.132
19,3,13,25,IA,32035.065,0.039,0.114
19,3,13,26,IA,33014.819,0.04,0.105
19,3,15,30,IA,33614.881,0.041,0.102
19,3,16,31,IA,33718.355,0.041,0.139
19,3,16,32,IA,33611.578,0.041,0.129
19,3,17,33,IA,33762.387,0.041,0.143
19,3,17,34,IA,33524.616,0.041,0.125
19,3,18,35,IA,33305.558,0.04,0.115
19,3,18,36,IA,33615.981,0.041,0.127
19,3,19,37,IA,33457.467,0.041,0.046
19,3,19,38,IA,33562.043,0.041,0.14
19,3,20,39,IA,33407.932,0.041,0.101
19,3,20,40,IA,33471.778,0.041,0.097
19,3,21,41,IA,33640.199,0.041,0.126
19,3,21,42,IA,33817.791,0.041,0.058
19,3,22,43,IA,33416.738,0.041,0.129
19,3,22,44,IA,38648.482,0.047,0.163
19,4,1,1,IA,30595.842,0.04,0.014
19,4,1,2,IA,29845.158,0.039,0.037
19,4,2,3,IA,29609.463,0.039,0.049
19,4,2,4,IA,31678.86,0.042,0.036
19,4,3,5,IA,30551.374,0.04,0.077
19,4,3,6,IA,30670.134,0.04,0.07
19,4,4,7,IA,29519.013,0.039,0.046
19,4,4,8,IA,29497.987,0.039,0.062
19,4,5,9,IA,29415.78,0.039,0.079
19,4,5,10,IA,29548.358,0.039,0.051
19,4,6,11,IA,30208,0.04,0.101
19,4,6,12,IA,29783.219,0.039,0.081
19,4,7,13,IA,30879.37,0.041,0.092
19,4,7,14,IA,30844.162,0.041,0.063
19,4,9,17,IA,29276.889,0.039,0.11
19,4,9,18,IA,29998.529,0.04,0.035
19,4,23,45,IA,33033.067,0.044,0.097
19,4,23,46,IA,33078.607,0.044,0.114
19,4,24,47,IA,30302.36,0.04,0.107
19,4,24,48,IA,29954.984,0.039,0.105
19,4,25,49,IA,32174.077,0.042,0.135
19,4,25,50,IA,29949.664,0.039,0.114
19,4,26,52,IA,29627.541,0.039,0.112
19,4,27,53,IA,29698.604,0.039,0.116
19,4,27,54,IA,29379.958,0.039,0.125
20,1,1,51,KS,3569.302,0.005,1
20,1,1,61,KS,6716.947,0.009,0.347
20,1,1,66,KS,1.095,0,1
20,1,1,106,KS,596.946,0.001,0.178
20,1,17,51,KS,9301.174,0.013,0.057
20,1,17,60,KS,23802.146,0.034,0.437
20,1,17,65,KS,21644.474,0.031,0.793
20,1,17,68,KS,11080.106,0.016,0.322
20,1,17,76,KS,8253.665,0.012,0.561
20,1,18,51,KS,6414.705,0.009,0.771
20,1,18,61,KS,3975.626,0.006,0.027
20,1,20,51,KS,2027.339,0.003,0.019
20,1,22,51,KS,351.683,0,0.014
20,1,22,64,KS,22830.482,0.032,0.154
20,1,22,65,KS,2058.797,0.003,0.014
20,1,22,66,KS,33753.353,0.048,0.246
20,1,22,67,KS,24364.129,0.034,0.244
20,1,22,68,KS,806.749,0.001,0.01
20,1,22,70,KS,182.228,0,0.001
20,1,24,69,KS,22347.95,0.032,0.135
20,1,24,70,KS,14028.263,0.02,0.084
20,1,24,71,KS,22412.408,0.032,0.064
20,1,24,108,KS,10381.642,0.015,0.345
20,1,33,108,KS,429.978,0.001,1
20,1,33,109,KS,3178.638,0.004,1
20,1,33,112,KS,21656.848,0.031,1
20,1,33,113,KS,4427.386,0.006,0.243
20,1,33,117,KS,12646.747,0.018,0.687
20,1,33,118,KS,6668,0.009,1
20,1,34,101,KS,7078.453,0.01,0.055
20,1,34,102,KS,22376.064,0.032,0.356
20,1,34,104,KS,22288.845,0.032,0.98
20,1,34,114,KS,11476.638,0.016,0.669
20,1,35,68,KS,10745.393,0.015,0.111
20,1,35,70,KS,7195.369,0.01,0.022
20,1,35,73,KS,22487.455,0.032,0.262
20,1,35,74,KS,10045.087,0.014,1
20,1,35,108,KS,11352.994,0.016,0.311
20,1,35,113,KS,3942.93,0.006,1
20,1,35,114,KS,3004.973,0.004,1
20,1,36,106,KS,15489.638,0.022,0.163
20,1,36,107,KS,22190.052,0.031,1
20,1,36,109,KS,18252.099,0.026,0.358
20,1,36,110,KS,9106.112,0.013,0.051
20,1,38,115,KS,20870.953,0.029,1
20,1,38,117,KS,3055.138,0.004,1
20,1,38,119,KS,22683.13,0.032,1
20,1,38,124,KS,312.654,0,1
20,1,38,125,KS,22396.346,0.032,1
20,1,39,115,KS,450.863,0.001,0.015
20,1,39,117,KS,155.771,0,0.001
20,1,39,118,KS,2112,0.003,0.058
20,1,39,122,KS,22054.069,0.031,1
20,1,39,123,KS,22932.278,0.032,1
20,1,39,124,KS,21024.019,0.03,1
20,1,40,110,KS,12597.097,0.018,1
20,1,40,111,KS,24711.172,0.035,1
20,1,40,118,KS,12987.457,0.018,0.087
20,1,40,120,KS,22249.163,0.031,0.601
20,2,1,61,KS,12633.46,0.018,0.653
20,2,1,62,KS,22202.732,0.031,1
20,2,1,63,KS,22423.809,0.031,0.476
20,2,1,106,KS,2758.202,0.004,0.822
20,2,2,10,KS,3531.706,0.005,0.007
20,2,2,44,KS,18230.804,0.025,1
20,2,2,45,KS,17076.56,0.024,1
20,2,2,46,KS,28643.787,0.04,1
20,2,2,47,KS,17453.493,0.024,0.128
20,2,3,10,KS,22099.838,0.031,0.068
20,2,3,38,KS,15338.58,0.021,1
20,2,3,40,KS,165.191,0,0.006
20,2,3,42,KS,22274.67,0.031,1
20,2,3,44,KS,8326.507,0.012,0.597
20,2,3,45,KS,4057.636,0.006,1
20,2,3,46,KS,4666.551,0.007,0.059
20,2,3,54,KS,177.825,0,1
20,2,5,38,KS,8.417,0,0
20,2,5,40,KS,23852.765,0.033,0.742
20,2,5,41,KS,23997.964,0.034,0.49
20,2,5,42,KS,1718.199,0.002,0.145
20,2,12,2,KS,2541.25,0.004,0.05
20,2,12,4,KS,12363.311,0.017,0.106
20,2,12,5,KS,21155.935,0.03,0.131
20,2,12,6,KS,2508.469,0.004,0.213
20,2,12,9,KS,11241.112,0.016,0.334
20,2,12,59,KS,18920.222,0.026,1
20,2,13,1,KS,21435.342,0.03,1
20,2,13,2,KS,15502.127,0.022,0.268
20,2,13,3,KS,23784.219,0.033,1
20,2,13,4,KS,9866.692,0.014,1
20,2,13,7,KS,146.657,0,1
20,2,14,12,KS,568.677,0.001,0.022
20,2,14,13,KS,11888,0.017,0.375
20,2,14,76,KS,8433,0.012,0.152
20,2,15,2,KS,4546.93,0.006,1
20,2,15,7,KS,21114.064,0.03,1
20,2,15,9,KS,10507.807,0.015,1
20,2,15,11,KS,21525.711,0.03,0.616
20,2,15,12,KS,8645.55,0.012,1
20,2,15,13,KS,1091.263,0.002,1
20,2,18,47,KS,1117.33,0.002,0.135
20,2,18,50,KS,21614.722,0.03,0.277
20,2,18,51,KS,1909.272,0.003,0.229
20,2,18,52,KS,275.328,0,0.002
20,2,18,53,KS,4523.383,0.006,0.016
20,2,18,55,KS,21481.564,0.03,0.146
20,2,18,57,KS,5952.083,0.008,0.763
20,2,18,58,KS,4146.935,0.006,0.25
20,2,19,10,KS,424.624,0.001,1
20,2,19,45,KS,4063.025,0.006,0.03
20,2,19,47,KS,3633.113,0.005,0.073
20,2,19,54,KS,15188.774,0.021,0.164
20,2,19,56,KS,3116.709,0.004,0.021
20,2,19,57,KS,16896.107,0.024,0.077
20,2,19,58,KS,18743.305,0.026,0.143
20,2,19,59,KS,3222.074,0.005,0.012
20,2,19,76,KS,5538.973,0.008,0.455
20,2,20,50,KS,893.063,0.001,0.012
20,2,20,52,KS,21987.165,0.031,0.04
20,2,20,53,KS,18087.525,0.025,0.246
20,2,20,54,KS,6821.117,0.01,0.101
20,2,20,55,KS,1616.924,0.002,0.021
20,2,20,56,KS,19656.392,0.027,0.17
20,2,36,106,KS,2343.062,0.003,0.025
20,2,37,5,KS,1175.311,0.002,0.123
20,2,37,6,KS,11416.3,0.016,0.191
20,2,37,26,KS,263.414,0,0.028
20,3,4,32,KS,8322.351,0.011,0.115
20,3,4,33,KS,566.889,0.001,1
20,3,4,34,KS,23145.725,0.03,1
20,3,4,35,KS,23190.452,0.031,1
20,3,4,36,KS,10817.704,0.014,0.213
20,3,4,37,KS,6817.234,0.009,0.229
20,3,5,33,KS,12955.24,0.017,0.132
20,3,5,36,KS,11571.822,0.015,0.33
20,3,6,24,KS,7087.359,0.009,0.264
20,3,6,31,KS,23881.121,0.031,1
20,3,6,32,KS,15143.745,0.02,1
20,3,6,33,KS,9926.283,0.013,1
20,3,6,36,KS,870.617,0.001,0.501
20,3,6,37,KS,16580.211,0.022,0.189
20,3,7,19,KS,20171.963,0.027,0.066
20,3,7,21,KS,24333.733,0.032,0.103
20,3,7,24,KS,7110.988,0.009,0.025
20,3,7,25,KS,24183.372,0.032,0.112
20,3,8,8,KS,10433.959,0.014,0.012
20,3,8,16,KS,21597.168,0.028,0.056
20,3,8,22,KS,4577.41,0.006,0.024
20,3,8,23,KS,2226.412,0.003,0.003
20,3,8,29,KS,24074.897,0.032,0.172
20,3,8,48,KS,12034.227,0.016,1
20,3,9,14,KS,13551.796,0.018,0.11
20,3,9,15,KS,10186.938,0.013,0.019
20,3,9,26,KS,148.213,0,0.001
20,3,9,30,KS,12435.905,0.016,0.085
20,3,9,38,KS,8334.279,0.011,1
20,3,9,43,KS,7758.613,0.01,1
20,3,9,49,KS,1188.924,0.002,0.03
20,3,9,121,KS,21803.377,0.029,1
20,3,10,17,KS,12388.648,0.016,0.877
20,3,10,18,KS,24072.749,0.032,0.421
20,3,10,23,KS,6911.223,0.009,0.154
20,3,10,24,KS,7531.997,0.01,0.068
20,3,10,33,KS,41.607,0,0.001
20,3,10,39,KS,24370.249,0.032,0.45
20,3,11,8,KS,2399.327,0.003,0.017
20,3,11,19,KS,3877.158,0.005,0.007
20,3,11,20,KS,23855.8,0.031,0.347
20,3,11,27,KS,11209.391,0.015,0.047
20,3,11,28,KS,24132.894,0.032,0.333
20,3,11,48,KS,9558.645,0.013,0.157
20,3,21,14,KS,10079.537,0.013,0.083
20,3,21,16,KS,2542.17,0.003,0.12
20,3,21,17,KS,11233.019,0.015,0.105
20,3,21,22,KS,19556.558,0.026,0.311
20,3,21,23,KS,15192.876,0.02,0.759
20,3,21,24,KS,2572.242,0.003,1
20,3,21,30,KS,11858.09,0.016,0.122
20,3,21,121,KS,2621.646,0.003,0.141
20,3,23,14,KS,519.818,0.001,0.005
20,3,23,15,KS,14087.724,0.019,0.114
20,3,23,26,KS,14361.596,0.019,1
20,3,23,49,KS,23402.57,0.031,0.278
20,3,23,78,KS,24064.157,0.032,1
20,3,37,6,KS,8567,0.011,0.143
20,3,37,8,KS,11120.248,0.015,0.326
20,3,37,26,KS,9016.406,0.012,0.972
20,3,37,27,KS,12591.635,0.017,0.965
20,3,37,43,KS,16593.378,0.022,1
20,3,37,48,KS,2377.847,0.003,1
20,3,37,78,KS,205.135,0,0.036
20,3,37,121,KS,5.37,0,1
20,4,14,12,KS,12209.768,0.017,0.477
20,4,14,13,KS,8018.388,0.011,0.253
20,4,14,75,KS,22403.727,0.031,0.589
20,4,14,77,KS,3262.738,0.005,0.67
20,4,14,79,KS,2222.316,0.003,0.172
20,4,16,72,KS,730.479,0.001,0.015
20,4,16,75,KS,851.547,0.001,0.226
20,4,16,77,KS,19887.746,0.027,1
20,4,16,81,KS,6551.407,0.009,0.091
20,4,16,82,KS,8989.308,0.012,0.626
20,4,16,85,KS,15393.695,0.021,1
20,4,16,88,KS,949.271,0.001,1
