StateFIPS,CongressionalDistrict,StateUpper,StateLower,StateAbbreviation,Population2016,CDInSLD,SLDInCD
27,8,39,39A,MN,2931.096,0.004,0.07
28,1,1,24,MS,21177.607,0.028,1
28,1,1,25,MS,17989.967,0.024,1
28,1,1,28,MS,24927.196,0.033,0.56
28,1,2,7,MS,25929.119,0.034,0.353
28,1,2,24,MS,1605.255,0.002,0.04
28,1,2,25,MS,9623.908,0.013,0.11
28,1,2,40,MS,26899.46,0.035,1
28,1,3,5,MS,1909.553,0.003,0.005
28,1,3,13,MS,9650.476,0.013,0.762
28,1,3,14,MS,24124.97,0.032,0.073
28,1,3,15,MS,18594.879,0.024,0.177
28,1,3,18,MS,890.001,0.001,0.008
28,1,3,22,MS,4451.776,0.006,1
28,1,4,1,MS,10059.607,0.013,0.095
28,1,4,2,MS,23430.137,0.031,0.194
28,1,4,3,MS,2770.343,0.004,0.004
28,1,4,4,MS,23233.912,0.031,0.025
28,1,5,1,MS,13117.354,0.017,0.264
28,1,5,3,MS,20431.82,0.027,0.715
28,1,5,18,MS,4824.18,0.006,0.014
28,1,5,19,MS,2038.087,0.003,0.012
28,1,5,21,MS,18998.325,0.025,0.063
28,1,6,16,MS,4603.221,0.006,0.022
28,1,6,17,MS,18719.766,0.025,0.07
28,1,6,18,MS,17961.831,0.024,0.064
28,1,6,19,MS,19715.942,0.026,0.093
28,1,7,16,MS,14673.192,0.019,0.021
28,1,7,17,MS,2947.297,0.004,0.013
28,1,7,19,MS,2020.718,0.003,0.007
28,1,7,20,MS,21942.784,0.029,0.079
28,1,7,21,MS,4280.285,0.006,0.018
28,1,7,36,MS,10097.858,0.013,0.219
28,1,8,15,MS,6010.477,0.008,0.024
28,1,8,16,MS,4565.118,0.006,0.012
28,1,8,17,MS,2306.76,0.003,0.015
28,1,8,22,MS,19738.868,0.026,0.103
28,1,8,23,MS,14610,0.019,0.02
28,1,9,5,MS,1495.122,0.002,1
28,1,9,8,MS,1314.481,0.002,1
28,1,9,10,MS,10094.348,0.013,0.455
28,1,9,12,MS,28184.646,0.037,1
28,1,9,13,MS,11528.12,0.015,0.239
28,1,9,23,MS,1179.283,0.002,0.007
28,1,10,5,MS,17700.533,0.023,0.354
28,1,10,8,MS,21599.353,0.028,0.407
28,1,10,9,MS,2562.751,0.003,0.387
28,1,10,11,MS,3544.895,0.005,0.138
28,1,10,13,MS,3281.887,0.004,0.108
28,1,10,52,MS,4998.492,0.007,0.196
28,1,15,23,MS,3031.171,0.004,0.03
28,1,15,35,MS,14325.299,0.019,0.289
28,1,15,37,MS,738.019,0.001,0.023
28,1,15,43,MS,1578.482,0.002,0.005
28,1,15,46,MS,652.53,0.001,0.007
28,1,16,36,MS,12238.621,0.016,0.058
28,1,16,37,MS,6167.528,0.008,0.233
28,1,16,38,MS,2431.71,0.003,0.154
28,1,16,41,MS,11897.668,0.016,0.316
28,1,17,20,MS,770.044,0.001,0.139
28,1,17,37,MS,15679.437,0.021,0.179
28,1,17,38,MS,597.226,0.001,0.004
28,1,17,39,MS,23490.038,0.031,0.258
28,1,17,41,MS,11296.453,0.015,0.08
28,1,17,42,MS,2156.596,0.003,0.122
28,1,18,35,MS,5964.1,0.008,0.021
28,1,18,42,MS,2623.069,0.003,0.206
28,1,18,45,MS,250.672,0,0.002
28,1,19,5,MS,2052.986,0.003,1
28,1,19,6,MS,27151.03,0.036,0.488
28,1,19,7,MS,636.003,0.001,0.009
28,1,19,24,MS,4971.499,0.007,0.783
28,1,19,28,MS,2654.007,0.003,0.522
28,1,19,52,MS,20307.05,0.027,0.274
28,1,32,35,MS,2571.043,0.003,0.053
28,1,32,42,MS,6285.717,0.008,0.471
28,1,32,43,MS,465.398,0.001,0.014
28,2,8,33,MS,7720.845,0.011,0.063
28,2,9,10,MS,7833.495,0.011,0.353
28,2,9,11,MS,3183.403,0.004,0.243
28,2,11,9,MS,16703.587,0.023,1
28,2,11,10,MS,1680.294,0.002,1
28,2,11,11,MS,16212.323,0.023,0.019
28,2,11,26,MS,19438.873,0.027,0.058
28,2,11,30,MS,879.413,0.001,0.013
28,2,12,9,MS,2592.032,0.004,0.077
28,2,12,26,MS,2532.643,0.004,0.109
28,2,12,29,MS,5000.914,0.007,0.03
28,2,12,31,MS,2428.189,0.003,0.008
28,2,12,49,MS,21639.422,0.03,0.245
28,2,12,50,MS,16130.778,0.023,1
28,2,13,29,MS,13568.294,0.019,0.442
28,2,13,30,MS,20879.98,0.029,0.182
28,2,13,31,MS,17352.801,0.024,0.917
28,2,13,33,MS,1733.495,0.002,0.018
28,2,14,10,MS,6389.869,0.009,0.255
28,2,14,23,MS,4233.439,0.006,0.061
28,2,14,32,MS,1144.648,0.002,0.002
28,2,14,33,MS,10921.957,0.015,0.057
28,2,14,34,MS,3914.204,0.005,0.119
28,2,14,35,MS,873.922,0.001,0.058
28,2,14,46,MS,18088.778,0.025,0.079
28,2,14,48,MS,6528.68,0.009,0.022
28,2,15,46,MS,3817.444,0.005,0.043
28,2,18,27,MS,5041.87,0.007,0.364
28,2,18,44,MS,815.289,0.001,0.007
28,2,18,48,MS,9726.457,0.014,0.774
28,2,21,27,MS,19081.069,0.027,0.507
28,2,21,47,MS,7788.369,0.011,0.18
28,2,21,48,MS,7032.309,0.01,0.107
28,2,21,57,MS,19937.908,0.028,0.147
28,2,21,78,MS,1810.17,0.003,0.019
28,2,22,29,MS,5142.811,0.007,0.162
28,2,22,31,MS,2967.118,0.004,0.156
28,2,22,47,MS,8777.133,0.012,0.053
28,2,22,50,MS,5548.701,0.008,0.152
28,2,22,51,MS,17522.641,0.025,0.691
28,2,22,54,MS,1914.746,0.003,0.052
28,2,22,57,MS,2947.957,0.004,0.024
28,2,23,50,MS,881.687,0.001,0.015
28,2,23,51,MS,1338.671,0.002,0.041
28,2,23,54,MS,20800.864,0.029,0.204
28,2,23,55,MS,23127.818,0.032,0.715
28,2,23,63,MS,3004.817,0.004,0.016
28,2,23,85,MS,5512.054,0.008,0.133
28,2,24,30,MS,1177.504,0.002,0.044
28,2,24,31,MS,279.68,0,0.006
28,2,24,32,MS,20252.599,0.028,0.361
28,2,24,33,MS,3238.819,0.005,0.095
28,2,24,34,MS,18563.329,0.026,0.219
28,2,24,47,MS,6549.693,0.009,0.023
28,2,24,51,MS,3485.109,0.005,0.007
28,2,26,56,MS,3409.67,0.005,0.019
28,2,26,63,MS,6802.621,0.01,1
28,2,26,64,MS,2209.844,0.003,1
28,2,26,65,MS,11365.895,0.016,0.054
28,2,26,67,MS,3168.721,0.004,0.61
28,2,26,70,MS,291.105,0,0.03
28,2,26,72,MS,12282.789,0.017,0.068
28,2,27,56,MS,16847.724,0.024,0.212
28,2,27,65,MS,7922.787,0.011,0.14
28,2,27,67,MS,8630.881,0.012,0.122
28,2,27,68,MS,6027.652,0.008,0.16
28,2,27,69,MS,2393.752,0.003,0.088
28,2,27,70,MS,11725.843,0.016,0.192
28,2,28,66,MS,9871.03,0.014,0.814
28,2,28,67,MS,11513.415,0.016,0.031
28,2,28,68,MS,6232.212,0.009,0.078
28,2,28,69,MS,19510.945,0.027,0.269
28,2,28,70,MS,1745.649,0.002,0.014
28,2,28,71,MS,7656.268,0.011,0.03
28,2,29,63,MS,4793.404,0.007,1
28,2,29,66,MS,10125.747,0.014,1
28,2,29,68,MS,7034.719,0.01,0.107
28,2,29,69,MS,602.864,0.001,0.007
28,2,29,70,MS,3852.229,0.005,0.045
28,2,29,71,MS,17277.498,0.024,0.814
28,2,29,76,MS,2453.743,0.003,0.009
28,2,35,62,MS,2100.679,0.003,0.005
28,2,35,76,MS,268.871,0,1
28,2,36,62,MS,765.994,0.001,0.091
28,2,36,63,MS,10054.937,0.014,0.898
28,2,36,66,MS,4997.965,0.007,1
28,2,36,69,MS,1036.571,0.001,0.123
28,2,36,76,MS,20250.452,0.028,0.037
28,2,36,85,MS,13771.501,0.019,1
28,2,36,91,MS,453.6,0.001,0.041
28,2,36,92,MS,1337.587,0.002,1
28,2,36,94,MS,2013.617,0.003,1
28,2,39,91,MS,343.343,0,0.038
28,2,39,92,MS,3612.356,0.005,0.131
28,3,15,37,MS,1049.534,0.001,0.033
28,3,15,38,MS,8439.131,0.011,0.055
28,3,15,43,MS,21750.65,0.029,0.067
28,3,16,38,MS,12567.228,0.017,0.795
28,3,16,42,MS,6854.173,0.009,0.087
28,3,16,43,MS,2722.098,0.004,0.033
28,3,18,44,MS,24313.257,0.033,0.197
28,3,18,45,MS,5089.743,0.007,0.034
28,3,20,59,MS,25793.47,0.035,0.192
28,3,20,60,MS,1175.372,0.002,0.005
28,3,20,74,MS,24521.565,0.033,0.835
28,3,20,75,MS,9075.185,0.012,0.35
28,3,22,56,MS,2398.114,0.003,0.011
28,3,22,57,MS,4088.497,0.005,0.034
28,3,22,73,MS,6775.885,0.009,0.874
28,3,25,56,MS,2003.949,0.003,0.012
28,3,25,58,MS,26975.466,0.036,0.474
28,3,25,64,MS,20616.988,0.028,1
28,3,25,73,MS,13472.275,0.018,0.054
28,3,26,56,MS,334.543,0,0.002
28,3,26,72,MS,11956.341,0.016,0.066
28,3,26,73,MS,5475.251,0.007,1
28,3,29,64,MS,650.07,0.001,1
28,3,29,65,MS,3556.206,0.005,0.008
28,3,29,68,MS,1751.55,0.002,0.027
28,3,29,70,MS,5443.474,0.007,0.063
28,3,30,59,MS,813.637,0.001,0.001
28,3,30,60,MS,21644.662,0.029,0.083
28,3,30,61,MS,27059.01,0.036,0.118
28,3,30,62,MS,3400.94,0.005,0.018
28,3,30,68,MS,3938.768,0.005,0.018
28,3,30,74,MS,2447.277,0.003,1
28,3,31,75,MS,16928.791,0.023,0.217
28,3,31,78,MS,23282.005,0.031,0.496
28,3,31,83,MS,6454.96,0.009,0.088
28,3,31,84,MS,9554.204,0.013,0.149
28,3,32,42,MS,4183.827,0.006,0.314
28,3,32,45,MS,18531.677,0.025,0.271
28,3,32,82,MS,22963.887,0.031,0.847
28,3,32,83,MS,2010.212,0.003,0.736
28,3,33,45,MS,651.018,0.001,1
28,3,33,80,MS,1552.527,0.002,0.013
28,3,33,81,MS,22568.705,0.03,0.173
28,3,33,83,MS,15184.609,0.02,0.666
28,3,33,84,MS,11686.207,0.016,0.15
28,3,34,79,MS,8785.504,0.012,0.173
28,3,34,80,MS,4521.979,0.006,0.054
28,3,34,84,MS,2122.046,0.003,0.049
28,3,34,88,MS,1148.47,0.002,0.034
28,3,35,60,MS,4265.496,0.006,0.481
28,3,35,62,MS,20393.702,0.027,0.05
28,3,35,77,MS,25116.496,0.034,0.958
28,3,35,90,MS,4843.632,0.006,0.063
28,3,35,91,MS,2650.787,0.004,0.033
28,3,37,53,MS,5750.782,0.008,0.347
28,3,37,85,MS,3481.673,0.005,1
28,3,37,94,MS,16861.89,0.023,1
28,3,37,96,MS,3842.455,0.005,1
28,3,37,97,MS,21187.069,0.028,1
28,3,37,98,MS,2342.478,0.003,1
28,3,38,94,MS,5183.973,0.007,0.123
28,3,38,96,MS,18826.899,0.025,0.158
28,3,38,97,MS,2385.675,0.003,0.014
28,3,38,98,MS,22005.753,0.029,0.237
28,3,38,99,MS,8645.202,0.012,1
28,3,39,53,MS,18839.781,0.025,1
28,3,39,91,MS,8809.619,0.012,0.962
28,3,39,92,MS,19622.6,0.026,0.713
28,3,39,98,MS,499.143,0.001,0.012
28,3,39,99,MS,3788.007,0.005,0.034
28,3,41,53,MS,239.79,0,1
28,3,41,79,MS,15909,0.021,1
28,3,41,90,MS,19503.226,0.026,1
28,3,41,91,MS,11210.984,0.015,1
28,4,33,80,MS,1026.472,0.001,0.009
28,4,33,84,MS,908.727,0.001,0.012
28,4,34,80,MS,10926.874,0.014,0.129
28,4,34,88,MS,8958.312,0.012,0.264
28,4,34,89,MS,2995.464,0.004,0.104
28,4,34,103,MS,19638.098,0.026,0.831
28,4,34,104,MS,457.289,0.001,0.02
28,4,40,93,MS,640.928,0.001,0.011
28,4,40,99,MS,7657.892,0.01,0.094
28,4,40,100,MS,17593.108,0.023,0.287
28,4,40,106,MS,10006.202,0.013,0.143
28,4,40,108,MS,20886.127,0.027,1
28,4,41,101,MS,5654.94,0.007,0.621
28,4,41,102,MS,2109.007,0.003,1
28,4,42,80,MS,7216.39,0.009,0.294
28,4,42,88,MS,15420.571,0.02,1
28,4,42,89,MS,22435.391,0.029,0.184
28,4,42,104,MS,10854.288,0.014,1
28,4,43,86,MS,21780.762,0.028,0.123
28,4,43,105,MS,14703.634,0.019,1
28,4,43,107,MS,15756.787,0.021,0.116
28,4,43,109,MS,5341.817,0.007,0.062
28,4,44,87,MS,19166.82,0.025,0.115
28,4,44,99,MS,3693.714,0.005,0.314
28,4,44,100,MS,6565.509,0.009,0.34
28,4,44,101,MS,19714.037,0.026,1
28,4,44,102,MS,2197.623,0.003,1
28,4,44,106,MS,7780.793,0.01,1
28,4,45,86,MS,2364.035,0.003,1
28,4,45,87,MS,6341.216,0.008,0.072
28,4,45,102,MS,19505.272,0.025,0.303
28,4,45,103,MS,4951.096,0.006,0.151
28,4,45,104,MS,12122.734,0.016,0.35
28,4,45,105,MS,9880.965,0.013,1
28,4,46,93,MS,7675.475,0.01,0.682
28,4,46,95,MS,18223.042,0.024,1
28,4,46,116,MS,3457.384,0.005,1
28,4,46,121,MS,7288.422,0.01,0.705
28,4,46,122,MS,25147.14,0.033,0.965
28,4,47,93,MS,16813.718,0.022,0.104
28,4,47,106,MS,7756.516,0.01,1
28,4,47,107,MS,9020.178,0.012,1
28,4,47,108,MS,4338.894,0.006,1
28,4,47,114,MS,21102.013,0.028,0.647
28,4,48,118,MS,7460.042,0.01,0.814
28,4,48,119,MS,25756.044,0.034,1
28,4,48,120,MS,26833.557,0.035,0.199
28,4,48,121,MS,3993.968,0.005,1
28,4,49,95,MS,9218.604,0.012,1
28,4,49,116,MS,706.032,0.001,0.016
28,4,49,117,MS,17259.765,0.023,1
28,4,49,118,MS,19647.239,0.026,0.218
28,4,49,119,MS,134.689,0,1
28,4,49,120,MS,588.722,0.001,1
28,4,49,121,MS,15250.289,0.02,1
28,4,50,114,MS,509.429,0.001,1
28,4,50,115,MS,27475.503,0.036,1
28,4,50,116,MS,23017.726,0.03,1
28,4,50,117,MS,10381.928,0.014,1
28,4,51,109,MS,18978.362,0.025,1
28,4,51,110,MS,16419.868,0.021,1
28,4,51,111,MS,10118.692,0.013,1
28,4,51,112,MS,7736.158,0.01,1
28,4,51,113,MS,5637.788,0.007,1
28,4,51,114,MS,1637.234,0.002,1
28,4,52,110,MS,7079.848,0.009,1
28,4,52,111,MS,15647.263,0.02,1
28,4,52,112,MS,16477.51,0.021,1
28,4,52,113,MS,19210.952,0.025,1
28,4,52,114,MS,1195.312,0.002,1
29,1,1,83,MO,9543.435,0.013,0.074
29,1,1,90,MO,1189.556,0.002,0.018
29,1,1,91,MO,2781.961,0.004,0.051
29,1,1,93,MO,4901.169,0.007,0.04
29,1,4,66,MO,4124.498,0.006,0.199
29,1,4,76,MO,24199.852,0.033,1
29,1,4,77,MO,5691.788,0.008,1
29,1,4,80,MO,9678.77,0.013,0.742
29,1,4,81,MO,10349.769,0.014,1
29,1,4,82,MO,33990.78,0.046,1
29,1,4,83,MO,16698.758,0.023,0.805
29,1,4,84,MO,35145.523,0.047,0.573
29,1,4,87,MO,9500.451,0.013,0.663
29,1,4,91,MO,1243.494,0.002,0.151
29,1,4,93,MO,3542.299,0.005,0.166
29,1,5,76,MO,12317.903,0.017,0.57
29,1,5,77,MO,29488.845,0.04,0.307
29,1,5,78,MO,37022.955,0.05,0.581
29,1,5,79,MO,36358.783,0.049,0.97
29,1,5,80,MO,25804.202,0.035,0.167
29,1,5,81,MO,25983.656,0.035,0.369
29,1,5,82,MO,2235.363,0.003,0.14
29,1,5,93,MO,3430.092,0.005,0.094
29,1,13,66,MO,32467.337,0.044,0.768
29,1,13,67,MO,37559.97,0.051,0.754
29,1,13,68,MO,36427.393,0.049,1
29,1,13,69,MO,31902.084,0.043,1
29,1,13,73,MO,2433.091,0.003,0.114
29,1,13,74,MO,8706.748,0.012,0.617
29,1,13,75,MO,22427.623,0.03,0.276
29,1,14,66,MO,1069.6,0.001,0.008
29,1,14,69,MO,5222.049,0.007,1
29,1,14,70,MO,5649.89,0.008,0.238
29,1,14,72,MO,218.918,0,0.019
29,1,14,73,MO,26817.983,0.036,0.448
29,1,14,74,MO,28489.358,0.038,1
29,1,14,75,MO,14549.565,0.02,0.383
29,1,14,85,MO,31127.373,0.042,0.375
29,1,14,86,MO,36342.425,0.049,1
29,1,14,87,MO,12777.227,0.017,0.581
29,1,14,88,MO,8.997,0,0.003
29,1,15,90,MO,2.999,0,0
29,1,24,70,MO,1935.277,0.003,0.012
29,1,24,71,MO,14076.742,0.019,0.04
29,1,24,72,MO,20827.22,0.028,0.18
29,1,24,73,MO,6924.414,0.009,0.137
29,1,24,85,MO,6755.477,0.009,0.09
29,1,24,86,MO,1192.555,0.002,0.055
29,1,24,87,MO,818.694,0.001,0.142
29,1,24,88,MO,8612.783,0.012,0.237
29,2,1,83,MO,6119.714,0.008,0.047
29,2,1,90,MO,5729.86,0.008,0.086
29,2,1,91,MO,25323.541,0.033,0.467
29,2,1,92,MO,29602.942,0.039,0.673
29,2,1,93,MO,24885.704,0.033,0.202
29,2,1,94,MO,33827.364,0.044,0.291
29,2,1,95,MO,35631.69,0.047,0.495
29,2,2,102,MO,36014.752,0.047,0.903
29,2,2,103,MO,10453.832,0.014,0.553
29,2,2,104,MO,1099.604,0.001,1
29,2,2,107,MO,4004.772,0.005,0.019
29,2,2,108,MO,2759.855,0.004,0.06
29,2,4,83,MO,4048.488,0.005,0.195
29,2,4,87,MO,4821.199,0.006,0.337
29,2,4,91,MO,7018.378,0.009,0.849
29,2,4,92,MO,2505.064,0.003,1
29,2,14,70,MO,2253.158,0.003,0.095
29,2,14,72,MO,2209.175,0.003,0.191
29,2,14,73,MO,101.962,0,0.002
29,2,14,87,MO,4846.19,0.006,0.22
29,2,15,83,MO,159.94,0,0.016
29,2,15,89,MO,14112.728,0.019,1
29,2,15,90,MO,27819.609,0.037,1
29,2,15,92,MO,4370.368,0.006,1
29,2,15,94,MO,2634.016,0.003,0.236
29,2,15,96,MO,37640.94,0.049,1
29,2,15,97,MO,2597.03,0.003,1
29,2,15,98,MO,37398.031,0.049,1
29,2,15,99,MO,28349.411,0.037,1
29,2,15,100,MO,16936.674,0.022,1
29,2,15,101,MO,3100.842,0.004,0.072
29,2,15,110,MO,3645.638,0.005,0.672
29,2,22,97,MO,31372.552,0.041,0.926
29,2,22,112,MO,176.319,0,0.002
29,2,22,113,MO,13664.754,0.018,0.136
29,2,23,70,MO,7024.888,0.009,0.257
29,2,23,102,MO,1392.398,0.002,1
29,2,23,103,MO,19430.68,0.026,0.179
29,2,23,104,MO,25159.684,0.033,0.158
29,2,23,105,MO,20177.847,0.027,0.506
29,2,23,106,MO,18746.41,0.025,0.47
29,2,24,70,MO,13736.869,0.018,0.083
29,2,24,71,MO,21661.909,0.028,0.062
29,2,24,72,MO,13718.876,0.018,0.118
29,2,24,87,MO,4932.158,0.006,0.858
29,2,24,88,MO,27741.638,0.036,0.763
29,2,24,89,MO,21174.091,0.028,1
29,2,24,90,MO,1947.273,0.003,1
29,2,24,99,MO,9061.615,0.012,1
29,2,24,100,MO,6441.594,0.008,1
29,2,26,70,MO,5163.071,0.007,0.533
29,2,26,89,MO,2498.067,0.003,0.063
29,2,26,100,MO,13808.842,0.018,1
29,2,26,101,MO,34246.208,0.045,0.765
29,2,26,110,MO,25595.439,0.034,0.774
29,3,2,42,MO,2228.488,0.003,1
29,3,2,63,MO,31771.407,0.041,1
29,3,2,64,MO,20848.02,0.027,1
29,3,2,65,MO,213.631,0,1
29,3,2,102,MO,3884.401,0.005,0.097
29,3,2,103,MO,8447.65,0.011,0.447
29,3,2,107,MO,36045.115,0.046,0.171
29,3,2,108,MO,38588.086,0.05,0.843
29,3,3,111,MO,1.025,0,0
29,3,6,49,MO,1936.196,0.002,0.107
29,3,6,50,MO,1327.101,0.002,0.16
29,3,6,58,MO,6012.244,0.008,0.053
29,3,6,59,MO,36602.379,0.047,0.331
29,3,6,60,MO,37211.263,0.048,1
29,3,6,61,MO,11344.7,0.015,1
29,3,6,62,MO,29778.385,0.038,1
29,3,6,124,MO,14954.732,0.019,1
29,3,10,40,MO,588.774,0.001,0.087
29,3,10,41,MO,40005.124,0.052,0.973
29,3,10,42,MO,36198.264,0.047,0.332
29,3,10,43,MO,10071.677,0.013,0.275
29,3,10,49,MO,35006.323,0.045,1
29,3,10,63,MO,9223.736,0.012,1
29,3,10,64,MO,14673.101,0.019,1
29,3,16,123,MO,11477.682,0.015,0.52
29,3,16,124,MO,15544.927,0.02,0.693
29,3,22,97,MO,2523.828,0.003,0.074
29,3,22,111,MO,28509.412,0.037,0.821
29,3,22,112,MO,37081.406,0.048,0.347
29,3,22,113,MO,23580.67,0.03,0.234
29,3,22,114,MO,25302.859,0.033,0.266
29,3,23,64,MO,5062.084,0.007,0.115
29,3,23,65,MO,40684.274,0.052,0.256
29,3,23,70,MO,571.491,0.001,0.021
29,3,23,103,MO,2829.258,0.004,0.026
29,3,23,104,MO,12598.819,0.016,0.079
29,3,23,105,MO,19722.39,0.025,0.494
29,3,23,106,MO,21158.165,0.027,0.53
29,3,26,61,MO,24500.678,0.032,1
29,3,26,109,MO,36513.914,0.047,1
29,3,26,110,MO,7454.569,0.01,0.226
29,3,26,119,MO,34368.838,0.044,0.336
29,4,6,50,MO,6942.125,0.009,0.84
29,4,6,58,MO,29288.875,0.038,0.257
29,4,10,43,MO,19574.103,0.026,0.534
29,4,16,121,MO,10548.125,0.014,0.29
29,4,16,122,MO,37232.706,0.049,1
29,4,16,123,MO,10594.861,0.014,0.48
29,4,16,124,MO,6879.53,0.009,0.307
29,4,16,142,MO,4873.169,0.006,0.7
29,4,18,6,MO,18279.118,0.024,0.507
29,4,18,44,MO,787.605,0.001,0.006
29,4,18,47,MO,4936.05,0.006,0.598
29,4,18,48,MO,986.227,0.001,0.078
29,4,19,44,MO,38183.748,0.05,0.102
29,4,19,45,MO,38692.981,0.051,0.282
29,4,19,46,MO,39663.671,0.052,0.472
29,4,19,47,MO,31137.712,0.041,0.622
29,4,19,48,MO,15545.422,0.02,0.764
29,4,19,50,MO,31082.466,0.041,0.554
29,4,21,47,MO,1637.003,0.002,0.038
29,4,21,48,MO,8420.997,0.011,0.128
29,4,21,51,MO,13492.936,0.018,0.055
29,4,21,52,MO,7166.968,0.009,0.081
29,4,21,53,MO,1259.45,0.002,0.011
29,4,21,54,MO,32022.646,0.042,0.868
29,4,28,48,MO,3634.033,0.005,0.584
29,4,28,51,MO,3835.09,0.005,0.141
29,4,28,52,MO,29882.495,0.039,1
29,4,28,54,MO,4861.382,0.006,0.572
29,4,28,57,MO,8155.065,0.011,0.086
29,4,28,123,MO,15224.253,0.02,1
29,4,28,125,MO,35873.062,0.047,1
29,4,28,127,MO,1467.56,0.002,0.149
29,4,28,128,MO,5900.313,0.008,0.159
29,4,28,129,MO,36713.747,0.048,1
29,4,31,33,MO,23396.823,0.031,0.975
29,4,31,37,MO,3915.177,0.005,0.089
29,4,31,55,MO,36609.545,0.048,1
29,4,31,56,MO,35510.165,0.046,1
29,4,31,57,MO,26498.272,0.035,1
29,4,31,126,MO,35670.568,0.047,1
29,4,31,127,MO,11908,0.016,1
29,4,32,127,MO,7631,0.01,0.337
29,4,33,137,MO,14630.001,0.019,0.742
29,4,33,141,MO,14872.098,0.019,0.405
29,5,7,19,MO,1429.455,0.002,0.005
29,5,7,24,MO,38856.969,0.051,0.137
29,5,7,25,MO,37821.563,0.049,0.176
29,5,7,26,MO,8648.564,0.011,0.077
29,5,7,27,MO,2882.513,0.004,0.019
29,5,7,34,MO,5185.239,0.007,1
29,5,7,35,MO,5306.327,0.007,1
29,5,7,36,MO,35991.901,0.047,0.781
29,5,7,37,MO,35251.006,0.046,1
29,5,7,56,MO,1469.476,0.002,0.044
29,5,8,30,MO,8488.482,0.011,0.054
29,5,8,31,MO,24638.352,0.032,0.21
29,5,8,32,MO,15660.387,0.02,0.19
29,5,8,33,MO,13180.133,0.017,0.107
29,5,8,34,MO,12857.915,0.017,0.385
29,5,8,35,MO,28073.97,0.037,0.248
29,5,9,19,MO,13524.926,0.018,0.07
29,5,9,22,MO,28237.132,0.037,0.086
29,5,9,23,MO,33622.474,0.044,0.212
29,5,9,26,MO,28532.669,0.037,0.189
29,5,9,27,MO,33469.575,0.044,0.159
29,5,9,28,MO,25155.542,0.033,0.075
29,5,9,29,MO,3074.407,0.004,0.014
29,5,9,30,MO,1884.049,0.002,0.013
29,5,9,35,MO,2518.222,0.003,0.034
29,5,9,36,MO,3043.621,0.004,1
29,5,11,19,MO,22331.521,0.029,0.043
29,5,11,20,MO,30145.809,0.039,0.439
29,5,11,21,MO,38917.513,0.051,0.141
29,5,11,22,MO,8877.4,0.012,0.039
29,5,11,23,MO,2828.126,0.004,0.017
29,5,11,28,MO,11656.27,0.015,0.161
29,5,11,29,MO,34569.629,0.045,0.112
29,5,11,30,MO,12049.293,0.016,0.18
29,5,17,15,MO,27084.357,0.035,0.676
29,5,17,16,MO,1105.264,0.001,0.021
29,5,17,17,MO,13436.607,0.017,0.014
29,5,17,18,MO,37800.894,0.049,0.35
29,5,21,8,MO,3279.35,0.004,0.07
29,5,21,33,MO,106.509,0,0
29,5,21,39,MO,19474.65,0.025,0.406
29,5,21,48,MO,4838.878,0.006,0.074
29,5,21,51,MO,18141.122,0.024,0.073
29,5,21,53,MO,32511.491,0.042,0.279
29,6,8,20,MO,2101.597,0.003,0.009
29,6,8,30,MO,10151.904,0.013,0.064
29,6,8,31,MO,13152.426,0.017,0.112
29,6,8,32,MO,22045.219,0.029,0.267
29,6,8,33,MO,10.262,0,0
29,6,8,34,MO,18726.584,0.025,0.56
29,6,8,35,MO,3111.349,0.004,0.028
29,6,8,53,MO,650.592,0.001,1
29,6,10,5,MO,2386.365,0.003,0.048
29,6,10,40,MO,6171.635,0.008,0.913
29,6,10,43,MO,6446.897,0.008,0.176
29,6,11,20,MO,6583.909,0.009,0.096
29,6,11,30,MO,4439.213,0.006,0.066
29,6,11,53,MO,625.964,0.001,1
29,6,12,1,MO,34435,0.045,1
29,6,12,2,MO,36039,0.047,0.707
29,6,12,3,MO,14814,0.019,0.717
29,6,12,7,MO,10165,0.013,0.884
29,6,12,8,MO,24105.694,0.032,0.805
29,6,12,9,MO,17350,0.023,0.516
29,6,12,12,MO,21246.709,0.028,0.025
29,6,12,38,MO,23782.569,0.031,0.197
29,6,17,12,MO,9359.195,0.012,0.108
29,6,17,14,MO,1305.634,0.002,0.229
29,6,17,15,MO,12988.469,0.017,0.324
29,6,17,16,MO,39812.13,0.052,0.752
29,6,17,17,MO,27512.027,0.036,0.029
29,6,17,18,MO,3047.556,0.004,0.028
29,6,17,38,MO,17107.894,0.022,0.124
29,6,18,3,MO,20855.047,0.027,0.294
29,6,18,4,MO,34620.953,0.045,0.313
29,6,18,5,MO,34976,0.046,1
29,6,18,6,MO,17804.691,0.023,0.493
29,6,18,7,MO,9529.309,0.012,0.294
29,6,18,39,MO,5663.634,0.007,0.011
29,6,18,40,MO,28662,0.038,0.23
29,6,18,48,MO,1852.366,0.002,0.147
29,6,21,7,MO,15235,0.02,0.458
29,6,21,8,MO,9062,0.012,0.194
29,6,21,39,MO,8913,0.012,0.186
29,6,34,9,MO,19769.539,0.026,0.914
29,6,34,10,MO,36925.806,0.048,1
29,6,34,11,MO,38490.838,0.05,0.805
29,6,34,12,MO,10672.649,0.014,1
29,6,34,13,MO,40742.511,0.053,1
29,6,34,14,MO,40645.657,0.053,0.917
29,7,20,130,MO,38079.837,0.049,1
