StateFIPS,PUMA,CongressionalDistrict,StateAbbreviaiton,PUMA2k,Population2016,PUMAWgt,CDWgt
4,106,9,AZ,400106,32739.104,0.294,0.041
4,107,6,AZ,400107,135602.783,0.869,0.172
4,107,9,AZ,400107,20371.764,0.131,0.026
4,108,8,AZ,400108,126168.879,1,0.16
4,109,3,AZ,400109,4754.19,0.025,0.006
4,109,7,AZ,400109,107793.497,0.567,0.137
4,109,8,AZ,400109,77590.999,0.408,0.098
4,110,1,AZ,400110,3328.044,0.009,0.004
4,110,3,AZ,400110,193889.126,0.515,0.258
4,110,4,AZ,400110,15282.991,0.041,0.02
4,110,8,AZ,400110,163677.735,0.435,0.207
4,111,3,AZ,400111,49766.15,0.246,0.066
4,111,6,AZ,400111,12509.621,0.062,0.016
4,111,7,AZ,400111,139880.109,0.692,0.177
4,112,6,AZ,400112,6002.484,0.035,0.008
4,112,7,AZ,400112,79033.818,0.457,0.1
4,112,9,AZ,400112,87881.924,0.508,0.111
4,113,7,AZ,400113,27423.571,0.25,0.035
4,113,9,AZ,400113,82280.717,0.75,0.104
4,114,5,AZ,400114,201265.512,0.917,0.255
4,114,9,AZ,400114,18259.779,0.083,0.023
4,115,5,AZ,400115,18246.44,0.115,0.023
4,115,9,AZ,400115,140768.254,0.885,0.178
4,116,7,AZ,400116,6139.207,0.033,0.008
4,116,9,AZ,400116,178367.147,0.967,0.226
4,117,7,AZ,400117,154213.819,1,0.195
4,118,3,AZ,400118,2509.928,0.013,0.003
4,118,7,AZ,400118,187025.175,0.987,0.237
4,119,7,AZ,400119,87955.288,0.506,0.111
4,119,9,AZ,400119,85707.691,0.494,0.109
4,120,5,AZ,400120,137653.632,0.49,0.174
4,120,9,AZ,400120,143004.736,0.51,0.181
4,121,5,AZ,400121,273130.808,1,0.346
4,121,9,AZ,400121,83.368,0,0
4,122,5,AZ,400122,159168.091,1,0.202
4,201,2,AZ,400201,11030.134,0.076,0.015
4,201,3,AZ,400201,133895.87,0.924,0.178
4,202,2,AZ,400202,106768.376,0.989,0.147
4,202,3,AZ,400202,1207.717,0.011,0.002
4,203,1,AZ,400203,1786.177,0.017,0.002
4,203,2,AZ,400203,106373.406,0.983,0.147
4,204,2,AZ,400204,129062.93,0.89,0.178
4,204,3,AZ,400204,15879.66,0.11,0.021
4,205,1,AZ,400205,67018.428,0.538,0.089
4,205,2,AZ,400205,57658.365,0.462,0.079
4,206,2,AZ,400206,142878.587,0.915,0.197
4,206,3,AZ,400206,13221.647,0.085,0.018
4,207,1,AZ,400207,26663.067,0.116,0.036
4,207,2,AZ,400207,46318.268,0.202,0.064
4,207,3,AZ,400207,156443.37,0.682,0.208
4,300,1,AZ,400300,183138,1,0.244
4,400,1,AZ,400400,140908,1,0.188
4,500,1,AZ,400500,32622.281,0.145,0.043
4,500,4,AZ,400500,192939.719,0.855,0.255
4,600,1,AZ,400600,1676.352,0.007,0.002
4,600,4,AZ,400600,223889.648,0.993,0.296
4,700,3,AZ,400700,133652.639,0.65,0.178
4,700,4,AZ,400700,71978.361,0.35,0.095
4,800,1,AZ,400800,246386.457,0.522,0.328
4,800,3,AZ,400800,607.032,0.001,0.001
4,800,4,AZ,400800,225102.512,0.477,0.298
4,900,1,AZ,400900,47212,0.216,0.063
4,900,2,AZ,400900,125770,0.574,0.173
4,900,3,AZ,400900,45985,0.21,0.061
5,100,3,AR,500100,258395.442,1,0.325
5,200,3,AR,500200,227944.558,1,0.287
5,300,1,AR,500300,48494.302,0.314,0.067
5,300,3,AR,500300,85688.144,0.555,0.108
5,300,4,AR,500300,20129.554,0.13,0.028
5,400,1,AR,500400,117684,0.876,0.163
5,400,2,AR,500400,16626.077,0.124,0.022
5,500,1,AR,500500,199536,1,0.276
5,600,1,AR,500600,92070,1,0.128
5,700,1,AR,500700,95541,1,0.132
5,800,1,AR,500800,39282,0.331,0.054
5,800,2,AR,500800,79263,0.669,0.104
5,900,2,AR,500900,197788.06,1,0.26
5,1000,2,AR,501000,195461.94,1,0.257
5,1100,1,AR,501100,72228,0.231,0.1
5,1100,2,AR,501100,240930,0.769,0.317
5,1200,2,AR,501200,31070.923,0.218,0.041
5,1200,3,AR,501200,63779,0.447,0.08
5,1200,4,AR,501200,47728,0.335,0.067
5,1300,3,AR,501300,159218.574,0.838,0.2
5,1300,4,AR,501300,30841.426,0.162,0.043
5,1400,4,AR,501400,100151.095,1,0.141
5,1500,4,AR,501500,162390.905,1,0.229
5,1600,1,AR,501600,20636.327,0.194,0.029
5,1600,4,AR,501600,85675.673,0.806,0.121
5,1700,1,AR,501700,36526,0.385,0.051
5,1700,4,AR,501700,58380,0.615,0.082
5,1800,4,AR,501800,100499,1,0.142
5,1900,4,AR,501900,104289,1,0.147
6,100,1,CA,600100,83268,0.751,0.118
6,100,2,CA,600100,27540,0.249,0.038
6,200,2,CA,600200,136646,1,0.19
6,300,1,CA,600300,179631,1,0.254
6,400,2,CA,600400,87628,0.577,0.122
6,400,3,CA,600400,33328.62,0.22,0.045
6,400,5,CA,600400,30787.38,0.203,0.042
6,500,1,CA,600500,65593.946,0.522,0.093
6,500,2,CA,600500,12782,0.102,0.018
6,500,3,CA,600500,47355.054,0.377,0.064
6,600,1,CA,600600,226864,1,0.32
6,600,3,CA,600600,6.259,0,0
6,700,1,CA,600700,104238.093,0.864,0.147
6,700,4,CA,600700,16442.907,0.136,0.022
6,800,3,CA,600800,171919.741,1,0.233
6,900,3,CA,600900,163429.06,0.757,0.221
6,900,6,CA,600900,52372.94,0.243,0.07
6,1000,5,CA,601000,142166,1,0.193
6,1101,2,CA,601101,128251.774,0.689,0.179
6,1101,5,CA,601101,57934.175,0.311,0.079
6,1102,2,CA,601102,64743.967,0.518,0.09
6,1102,5,CA,601102,60174.648,0.482,0.082
6,1103,2,CA,601103,3.119,0,0
6,1103,5,CA,601103,191962.316,1,0.26
6,1201,2,CA,601201,108270.606,1,0.151
6,1202,2,CA,601202,152380.394,1,0.212
6,1301,5,CA,601301,154250.942,1,0.209
6,1302,3,CA,601302,146428.595,0.99,0.198
6,1302,5,CA,601302,1407.916,0.01,0.002
6,1303,3,CA,601303,138119.547,1,0.187
6,1401,6,CA,601401,199592.743,1,0.266
6,1402,6,CA,601402,112288.531,1,0.15
6,1402,7,CA,601402,13.877,0,0
6,1403,3,CA,601403,29.888,0,0
6,1403,6,CA,601403,186024.612,1,0.248
6,1501,3,CA,601501,28879.378,0.189,0.039
6,1501,6,CA,601501,123570.222,0.809,0.165
6,1501,7,CA,601501,204.947,0.001,0
6,1502,6,CA,601502,880.632,0.008,0.001
6,1502,7,CA,601502,111284.077,0.992,0.148
6,1503,7,CA,601503,179655.244,1,0.239
6,1504,6,CA,601504,39370.102,0.222,0.052
6,1504,7,CA,601504,137636.843,0.778,0.183
6,1505,3,CA,601505,2.135,0,0
6,1505,6,CA,601505,36499.777,0.186,0.049
6,1505,7,CA,601505,159340.942,0.814,0.212
6,1506,3,CA,601506,9431.831,0.048,0.013
6,1506,7,CA,601506,161159.847,0.813,0.215
6,1506,9,CA,601506,27573.909,0.139,0.037
6,1601,1,CA,601601,48918.425,0.24,0.069
6,1601,4,CA,601601,154710.306,0.76,0.211
6,1602,4,CA,601602,176902.269,1,0.241
6,1700,4,CA,601700,185625,0.995,0.253
6,1700,7,CA,601700,1020.465,0.005,0.001
6,1800,4,CA,601800,154839,0.828,0.211
6,1800,8,CA,601800,32125,0.172,0.044
6,1901,9,CA,601901,133248.439,1,0.177
6,1902,9,CA,601902,167265.558,1,0.222
6,2001,9,CA,602001,37082.332,0.161,0.049
6,2001,10,CA,602001,193112.702,0.839,0.26
6,2002,9,CA,602002,194350.35,0.957,0.258
6,2002,10,CA,602002,8649.618,0.043,0.012
6,2101,11,CA,602101,141469.811,1,0.186
6,2102,5,CA,602102,69737.771,0.536,0.095
6,2102,11,CA,602102,60283.654,0.464,0.079
6,2103,5,CA,602103,28696.712,0.246,0.039
6,2103,11,CA,602103,87937.243,0.754,0.116
6,2104,11,CA,602104,161114.94,1,0.212
6,2105,11,CA,602105,72742.702,0.473,0.096
6,2105,15,CA,602105,81083.36,0.527,0.106
6,2106,9,CA,602106,18777.302,0.133,0.025
6,2106,11,CA,602106,122226.134,0.867,0.161
6,2107,9,CA,602107,4507.937,0.038,0.006
6,2107,11,CA,602107,114624.535,0.962,0.151
6,2108,9,CA,602108,171724.716,0.999,0.228
6,2108,11,CA,602108,200.184,0.001,0
6,2201,12,CA,602201,148100.595,1,0.195
6,2202,12,CA,602202,115753.07,1,0.152
6,2203,12,CA,602203,139588.942,1,0.184
6,2204,12,CA,602204,115334.517,1,0.152
6,2205,12,CA,602205,110802.9,0.973,0.146
6,2205,14,CA,602205,3121.3,0.027,0.004
6,2206,12,CA,602206,26692.197,0.223,0.035
6,2206,14,CA,602206,93173.937,0.777,0.124
6,2207,12,CA,602207,103941.664,0.878,0.137
6,2207,14,CA,602207,14377.879,0.122,0.019
6,2301,14,CA,602301,146085.657,1,0.195
6,2302,14,CA,602302,125054.168,1,0.167
6,2303,14,CA,602303,110931.338,1,0.148
6,2304,14,CA,602304,122499.349,0.97,0.163
6,2304,18,CA,602304,3804.552,0.03,0.005
6,2305,14,CA,602305,91930.93,0.678,0.123
6,2305,18,CA,602305,43597.999,0.322,0.058
6,2306,14,CA,602306,42815.585,0.354,0.057
6,2306,18,CA,602306,78077.42,0.646,0.104
6,2401,13,CA,602401,143050.685,1,0.187
6,2402,13,CA,602402,172477.107,1,0.225
6,2403,13,CA,602403,136614.882,1,0.178
6,2404,13,CA,602404,135907.915,1,0.177
6,2405,13,CA,602405,176994.934,0.992,0.231
6,2405,15,CA,602405,1459.757,0.008,0.002
6,2406,13,CA,602406,1824.15,0.012,0.002
6,2406,15,CA,602406,145199.953,0.988,0.19
6,2407,15,CA,602407,158909.445,1,0.207
6,2408,15,CA,602408,98715.762,0.668,0.129
6,2408,17,CA,602408,49007.671,0.332,0.065
6,2409,15,CA,602409,60322.42,0.291,0.079
6,2409,17,CA,602409,146709.895,0.709,0.193
6,2410,15,CA,602410,220508.334,1,0.288
6,2410,17,CA,602410,1.091,0,0
6,2500,10,CA,602500,212534.085,1,0.286
6,2601,10,CA,602601,173970.859,1,0.234
6,2602,10,CA,602602,155055.056,1,0.209
6,2701,17,CA,602701,1153.812,0.005,0.002
6,2701,18,CA,602701,209268.708,0.995,0.277
6,2702,17,CA,602702,155646.086,1,0.205
6,2703,17,CA,602703,135997.889,0.981,0.179
6,2703,18,CA,602703,462.171,0.003,0.001
6,2703,19,CA,602703,2167.572,0.016,0.003
6,2704,17,CA,602704,138962.679,1,0.183
6,2705,17,CA,602705,29847.204,0.261,0.039
6,2705,19,CA,602705,84392.013,0.739,0.111
6,2706,19,CA,602706,102289.563,0.829,0.135
6,2706,20,CA,602706,21034.711,0.171,0.028
6,2707,17,CA,602707,67441.43,0.471,0.089
6,2707,18,CA,602707,75762.665,0.529,0.1
6,2708,17,CA,602708,19053.516,0.136,0.025
6,2708,18,CA,602708,121312.913,0.864,0.161
6,2708,19,CA,602708,25.856,0,0
6,2709,18,CA,602709,22568.817,0.172,0.03
6,2709,19,CA,602709,108653.303,0.828,0.143
6,2710,18,CA,602710,35065.752,0.207,0.046
6,2710,19,CA,602710,134408.839,0.793,0.177
6,2711,18,CA,602711,61236.056,0.548,0.081
6,2711,19,CA,602711,50553.332,0.452,0.067
6,2712,18,CA,602712,51444.277,0.453,0.068
6,2712,19,CA,602712,62010.65,0.547,0.082
6,2713,19,CA,602713,125127.71,1,0.165
6,2714,17,CA,602714,15889.421,0.153,0.021
6,2714,19,CA,602714,87625.057,0.847,0.116
6,2801,18,CA,602801,85.841,0.001,0
6,2801,20,CA,602801,132771.214,0.999,0.18
6,2802,18,CA,602802,51551.829,0.364,0.068
6,2802,20,CA,602802,90264.117,0.636,0.122
6,2900,20,CA,602900,155310.347,1,0.21
6,3001,20,CA,603001,128898.014,1,0.174
6,3002,20,CA,603002,210437.639,1,0.285
6,3100,16,CA,603100,268223.501,1,0.364
6,3200,4,CA,603200,29172.635,0.189,0.04
6,3200,16,CA,603200,125524.365,0.811,0.171
6,3301,16,CA,603301,290721.281,0.841,0.395
6,3301,22,CA,603301,54877.136,0.159,0.075
6,3302,16,CA,603302,6008.292,0.038,0.008
6,3302,22,CA,603302,152190.399,0.962,0.207
6,3401,16,CA,603401,22128.901,0.129,0.03
6,3401,21,CA,603401,149403.731,0.871,0.205
6,3402,4,CA,603402,15704.758,0.051,0.021
6,3402,16,CA,603402,23547.659,0.077,0.032
6,3402,21,CA,603402,62754.791,0.206,0.086
6,3402,22,CA,603402,203026.55,0.666,0.276
6,3501,22,CA,603501,141592.664,1,0.192
6,3502,22,CA,603502,72984.084,0.488,0.099
6,3502,23,CA,603502,76580.703,0.512,0.104
6,3503,21,CA,603503,36190.068,0.214,0.05
6,3503,22,CA,603503,111880.467,0.661,0.152
6,3503,23,CA,603503,21209.014,0.125,0.029
6,3600,21,CA,603600,149785,1,0.206
6,3701,24,CA,603701,135538.415,1,0.183
6,3702,24,CA,603702,147348.585,1,0.199
6,3800,21,CA,603800,84318.363,0.243,0.116
6,3800,23,CA,603800,263271.616,0.757,0.357
6,3901,21,CA,603901,130838.622,0.804,0.18
6,3901,23,CA,603901,31854.775,0.196,0.043
6,3902,21,CA,603902,43911.094,0.241,0.06
6,3902,23,CA,603902,138218.257,0.759,0.187
6,3903,21,CA,603903,71522.289,0.372,0.098
6,3903,23,CA,603903,120835.07,0.628,0.164
6,4000,35,CA,604000,172371.94,1,0.234
6,4100,31,CA,604100,169396.094,1,0.229
6,4200,31,CA,604200,20745.748,0.112,0.028
6,4200,35,CA,604200,164094.251,0.888,0.223
6,4300,8,CA,604300,112.514,0.001,0
6,4300,31,CA,604300,217276.721,0.999,0.294
6,4401,35,CA,604401,93601.4,0.541,0.127
6,4401,39,CA,604401,79306.824,0.459,0.108
6,4402,27,CA,604402,34453.568,0.285,0.047
6,4402,31,CA,604402,46546.228,0.384,0.063
6,4402,35,CA,604402,40092.954,0.331,0.054
6,4403,31,CA,604403,124712.136,0.526,0.169
6,4403,35,CA,604403,112229.355,0.474,0.152
6,4404,8,CA,604404,115238.85,0.499,0.156
6,4404,31,CA,604404,115787.752,0.501,0.157
6,4405,8,CA,604405,183466.694,1,0.249
6,4406,8,CA,604406,231751.111,0.838,0.315
6,4406,27,CA,604406,124.043,0,0
6,4406,31,CA,604406,44669.237,0.162,0.06
6,4407,8,CA,604407,174075.428,1,0.236
6,4500,23,CA,604500,69699.292,0.431,0.094
6,4500,25,CA,604500,91977.995,0.569,0.127
6,4600,25,CA,604600,156876.065,1,0.216
6,4700,25,CA,604700,170054.129,1,0.234
6,4800,28,CA,604800,82187.632,0.77,0.113
6,4800,30,CA,604800,24497.591,0.23,0.034
6,4900,28,CA,604900,197993.113,1,0.273
6,5000,27,CA,605000,130246.318,0.919,0.179
6,5000,28,CA,605000,11459.95,0.081,0.016
6,5100,27,CA,605100,7.228,0,0
6,5100,32,CA,605100,117170.473,1,0.161
6,5200,27,CA,605200,58.854,0,0
6,5200,35,CA,605200,153905.502,1,0.209
6,5300,27,CA,605300,3.098,0,0
6,5300,34,CA,605300,26932.275,0.209,0.037
6,5300,38,CA,605300,7.228,0,0
6,5300,40,CA,605300,102023.391,0.791,0.141
6,5401,25,CA,605401,15031.439,0.083,0.021
6,5401,29,CA,605401,3626.213,0.02,0.005
6,5401,30,CA,605401,161814.612,0.897,0.223
6,5402,25,CA,605402,62.984,0,0
6,5402,29,CA,605402,92043.044,0.643,0.127
6,5402,30,CA,605402,51058.159,0.357,0.07
6,5403,29,CA,605403,132010.896,1,0.182
6,5404,28,CA,605404,59647.701,0.424,0.082
6,5404,29,CA,605404,81173.697,0.576,0.112
6,5405,29,CA,605405,139243.705,1,0.192
6,5406,29,CA,605406,115007.342,0.835,0.158
6,5406,30,CA,605406,22785.672,0.165,0.031
6,5407,29,CA,605407,131941.717,0.797,0.182
6,5407,30,CA,605407,33594.1,0.203,0.046
6,5408,29,CA,605408,5528.117,0.031,0.008
6,5408,30,CA,605408,171719.586,0.969,0.237
6,5409,30,CA,605409,164448.573,0.999,0.227
6,5409,33,CA,605409,154.878,0.001,0
6,5410,28,CA,605410,3560.132,0.021,0.005
6,5410,30,CA,605410,87878.887,0.518,0.121
6,5410,33,CA,605410,78351.817,0.461,0.108
6,5411,33,CA,605411,41804.707,0.203,0.058
6,5411,37,CA,605411,164225.549,0.797,0.226
6,5412,33,CA,605412,49272.93,0.29,0.068
6,5412,34,CA,605412,29441.301,0.174,0.041
6,5412,37,CA,605412,90968.19,0.536,0.125
6,5413,28,CA,605413,207740.11,0.916,0.286
6,5413,33,CA,605413,1452.757,0.006,0.002
6,5413,34,CA,605413,17513.62,0.077,0.024
6,5414,34,CA,605414,116343.424,1,0.16
6,5415,28,CA,605415,67730.274,0.345,0.093
6,5415,34,CA,605415,128219.48,0.653,0.177
6,5415,37,CA,605415,262.26,0.001,0
6,5416,27,CA,605416,3.098,0,0
6,5416,28,CA,605416,17675.726,0.077,0.024
6,5416,34,CA,605416,212101.478,0.923,0.292
6,5417,34,CA,605417,164833.704,0.972,0.227
6,5417,37,CA,605417,2519.351,0.015,0.003
6,5417,40,CA,605417,2224.05,0.013,0.003
6,5418,34,CA,605418,30377.798,0.27,0.042
6,5418,37,CA,605418,82206.218,0.73,0.113
6,5419,37,CA,605419,163424.313,1,0.225
6,5420,33,CA,605420,36820.728,0.295,0.051
6,5420,37,CA,605420,32792.864,0.263,0.045
6,5420,43,CA,605420,55286.332,0.443,0.076
6,5421,37,CA,605421,123870.501,0.704,0.171
6,5421,40,CA,605421,3563.23,0.02,0.005
6,5421,43,CA,605421,48396.32,0.275,0.067
6,5421,44,CA,605421,73.309,0,0
6,5422,37,CA,605422,6646.337,0.051,0.009
6,5422,40,CA,605422,123602.046,0.949,0.17
6,5423,40,CA,605423,33515.629,0.22,0.046
6,5423,43,CA,605423,70868.105,0.465,0.098
6,5423,44,CA,605423,47999.832,0.315,0.066
6,5424,33,CA,605424,29069.594,0.151,0.04
6,5424,43,CA,605424,39737.6,0.207,0.055
6,5424,44,CA,605424,123534.932,0.642,0.17
6,5500,37,CA,605500,295.301,0.003,0
6,5500,43,CA,605500,112953.658,0.997,0.156
6,5600,33,CA,605600,63601.223,0.424,0.088
6,5600,43,CA,605600,86523.187,0.576,0.119
6,5701,44,CA,605701,86113.277,0.589,0.119
6,5701,47,CA,605701,60192.872,0.411,0.082
6,5702,47,CA,605702,197953.877,1,0.27
6,5703,47,CA,605703,132911.255,1,0.182
6,5800,32,CA,605800,109684.697,1,0.151
6,5800,39,CA,605800,7.228,0,0
6,5900,40,CA,605900,115359.432,1,0.159
6,6000,38,CA,606000,109028.013,1,0.15
6,6101,8,CA,606101,45.216,0,0
6,6101,23,CA,606101,16099.428,0.085,0.022
6,6101,25,CA,606101,170682.935,0.899,0.235
6,6101,27,CA,606101,1020.131,0.005,0.001
6,6101,28,CA,606101,1073.822,0.006,0.001
6,6101,29,CA,606101,775.423,0.004,0.001
6,6101,32,CA,606101,122.87,0.001,0
6,6102,27,CA,606102,60915.636,0.409,0.084
6,6102,28,CA,606102,41168.674,0.277,0.057
6,6102,32,CA,606102,46714.344,0.314,0.064
6,6103,27,CA,606103,112277.357,1,0.155
6,6104,27,CA,606104,184773.747,1,0.254
6,6105,27,CA,606105,2342.79,0.014,0.003
6,6105,32,CA,606105,164281.305,0.986,0.226
6,6106,27,CA,606106,74124.676,0.441,0.102
6,6106,32,CA,606106,93947.013,0.559,0.129
6,6107,32,CA,606107,89368.815,0.739,0.123
6,6107,39,CA,606107,31563.132,0.261,0.043
6,6108,32,CA,606108,180.691,0.002,0
6,6108,39,CA,606108,112017.161,0.998,0.152
6,6109,32,CA,606109,104292.872,0.807,0.144
6,6109,38,CA,606109,24956.03,0.193,0.034
6,6109,39,CA,606109,34.073,0,0
6,6110,32,CA,606110,1.033,0,0
6,6110,38,CA,606110,117098.197,0.669,0.161
6,6110,39,CA,606110,57931.651,0.331,0.079
6,6111,27,CA,606111,1458.952,0.011,0.002
6,6111,38,CA,606111,130848.278,0.989,0.18
6,6111,40,CA,606111,16.52,0,0
6,6112,27,CA,606112,124579.843,0.983,0.172
6,6112,38,CA,606112,517.293,0.004,0.001
6,6112,40,CA,606112,1651.001,0.013,0.002
6,6113,40,CA,606113,146001.555,1,0.201
6,6114,40,CA,606114,104936.133,0.739,0.145
6,6114,44,CA,606114,37119.127,0.261,0.051
6,6115,40,CA,606115,248.838,0.001,0
6,6115,44,CA,606115,172719.066,0.999,0.238
6,6116,38,CA,606116,42504.756,0.315,0.059
6,6116,40,CA,606116,92621.256,0.685,0.128
6,6116,44,CA,606116,2.065,0,0
6,6117,38,CA,606117,137395.493,1,0.189
6,6117,39,CA,606117,41.103,0,0
6,6118,38,CA,606118,147335.636,0.882,0.203
6,6118,44,CA,606118,14.455,0,0
6,6118,47,CA,606118,19691.42,0.118,0.027
6,6119,44,CA,606119,161929.222,1,0.223
6,6120,43,CA,606120,22404.671,0.192,0.031
6,6120,44,CA,606120,94143.192,0.808,0.13
6,6121,33,CA,606121,69191.291,0.641,0.095
6,6121,43,CA,606121,20914.744,0.194,0.029
6,6121,44,CA,606121,2114.603,0.02,0.003
6,6121,47,CA,606121,15689.155,0.145,0.021
6,6122,33,CA,606122,142534.349,1,0.196
6,6123,43,CA,606123,147525.556,1,0.203
6,6124,43,CA,606124,121149.809,1,0.167
6,6125,28,CA,606125,35525.947,0.154,0.049
6,6125,33,CA,606125,137016.558,0.593,0.189
6,6125,37,CA,606125,58552.196,0.253,0.081
6,6125,43,CA,606125,3.098,0,0
6,6126,25,CA,606126,2.065,0,0
6,6126,26,CA,606126,8538.948,0.074,0.012
6,6126,29,CA,606126,24413.957,0.212,0.034
6,6126,30,CA,606126,5850.263,0.051,0.008
6,6126,33,CA,606126,76492.247,0.663,0.105
6,6200,26,CA,606200,197596.663,1,0.272
6,6300,24,CA,606300,8238.14,0.076,0.011
6,6300,26,CA,606300,99693.669,0.924,0.137
6,6400,25,CA,606400,117058.578,0.919,0.161
6,6400,26,CA,606400,10325.025,0.081,0.014
6,6500,26,CA,606500,130702.803,1,0.18
6,6601,24,CA,606601,1437.762,0.01,0.002
6,6601,26,CA,606601,137585.809,0.99,0.19
6,6602,25,CA,606602,3966.321,0.027,0.005
6,6602,26,CA,606602,141021.636,0.959,0.194
6,6602,30,CA,606602,2114.752,0.014,0.003
6,6701,24,CA,606701,233379.45,1,0.316
6,6702,24,CA,606702,212787.393,1,0.288
6,6801,46,CA,606801,203108.605,1,0.274
6,6801,47,CA,606801,6.323,0,0
6,6802,39,CA,606802,17044.985,0.114,0.023
6,6802,45,CA,606802,41962.724,0.28,0.057
6,6802,46,CA,606802,91100.509,0.607,0.123
6,6900,46,CA,606900,1.054,0,0
6,6900,48,CA,606900,115631.46,1,0.156
6,7000,39,CA,607000,141588.36,1,0.192
6,7000,46,CA,607000,1.054,0,0
6,7100,46,CA,607100,51162.358,0.283,0.069
6,7100,47,CA,607100,107814.564,0.596,0.147
6,7100,48,CA,607100,21815.01,0.121,0.029
6,7200,48,CA,607200,200043.817,1,0.27
6,7300,45,CA,607300,209548.032,1,0.283
6,7400,45,CA,607400,58776.901,0.411,0.079
6,7400,46,CA,607400,84231.083,0.589,0.114
6,7501,46,CA,607501,117992.232,0.738,0.159
6,7501,48,CA,607501,41854.17,0.262,0.056
6,7502,46,CA,607502,182178.885,1,0.246
6,7601,45,CA,607601,26.348,0,0
6,7601,48,CA,607601,66354.558,0.361,0.09
6,7601,49,CA,607601,117250.275,0.639,0.156
6,7602,45,CA,607602,162137.616,0.747,0.219
6,7602,49,CA,607602,54919.568,0.253,0.073
6,7603,39,CA,607603,48.48,0,0
6,7603,45,CA,607603,219333.643,0.996,0.296
6,7603,46,CA,607603,914.799,0.004,0.001
6,7604,39,CA,607604,231437.87,1,0.314
6,7605,38,CA,607605,16409.431,0.081,0.023
6,7605,39,CA,607605,65426.058,0.323,0.089
6,7605,47,CA,607605,94279.12,0.465,0.129
6,7605,48,CA,607605,26711.504,0.132,0.036
6,7606,46,CA,607606,10151.32,0.047,0.014
6,7606,47,CA,607606,103360.715,0.48,0.141
6,7606,48,CA,607606,101844.129,0.473,0.137
6,7607,45,CA,607607,49034.501,0.227,0.066
6,7607,48,CA,607607,166559.848,0.771,0.225
6,7607,49,CA,607607,417.351,0.002,0.001
6,7700,42,CA,607700,162183.638,1,0.212
6,7801,41,CA,607801,138749.407,1,0.181
6,7802,41,CA,607802,185904.664,1,0.243
6,7900,41,CA,607900,210565.675,1,0.275
6,8001,41,CA,608001,224718.904,0.456,0.293
6,8001,42,CA,608001,268429.362,0.544,0.35
6,8002,36,CA,608002,34.895,0,0
6,8002,41,CA,608002,3511.318,0.009,0.005
6,8002,42,CA,608002,315921.575,0.775,0.412
6,8002,50,CA,608002,88243.131,0.216,0.117
6,8003,36,CA,608003,264686.864,0.924,0.345
6,8003,41,CA,608003,3115.477,0.011,0.004
6,8003,42,CA,608003,18587.086,0.065,0.024
6,8004,36,CA,608004,256590.114,0.995,0.335
6,8004,42,CA,608004,1312.928,0.005,0.002
6,8005,36,CA,608005,245185.963,1,0.32
6,8101,51,CA,608101,39295.54,0.145,0.053
6,8101,52,CA,608101,126340.397,0.466,0.168
6,8101,53,CA,608101,105764.931,0.39,0.14
6,8102,51,CA,608102,144609.217,1,0.194
6,8102,52,CA,608102,1.072,0,0
6,8103,50,CA,608103,154298.851,0.883,0.204
6,8103,51,CA,608103,16528.115,0.095,0.022
6,8103,52,CA,608103,108.258,0.001,0
6,8103,53,CA,608103,3887.644,0.022,0.005
6,8104,51,CA,608104,125765.879,0.468,0.168
6,8104,53,CA,608104,142793.482,0.532,0.19
6,8105,51,CA,608105,144588.851,0.63,0.193
6,8105,53,CA,608105,84921.498,0.37,0.113
6,8106,50,CA,608106,16158.323,0.136,0.021
6,8106,53,CA,608106,102580.428,0.864,0.136
6,8107,51,CA,608107,95560.803,0.547,0.128
6,8107,53,CA,608107,79183.82,0.453,0.105
6,8108,50,CA,608108,133101.704,0.529,0.176
6,8108,53,CA,608108,118706.595,0.471,0.158
6,8109,52,CA,608109,141889.902,0.551,0.188
6,8109,53,CA,608109,115577.829,0.449,0.153
6,8110,49,CA,608110,9225.518,0.062,0.012
6,8110,52,CA,608110,138800.796,0.938,0.184
6,8111,49,CA,608111,11540.74,0.066,0.015
6,8111,52,CA,608111,163312.14,0.934,0.217
6,8112,49,CA,608112,22617.364,0.11,0.03
6,8112,50,CA,608112,1253.007,0.006,0.002
6,8112,52,CA,608112,182270.167,0.884,0.242
6,8113,49,CA,608113,217709.147,0.977,0.29
6,8113,50,CA,608113,4602.576,0.021,0.006
6,8113,52,CA,608113,500.56,0.002,0.001
6,8114,49,CA,608114,1187.623,0.006,0.002
6,8114,50,CA,608114,206367.773,0.993,0.273
6,8114,52,CA,608114,192.935,0.001,0
6,8115,49,CA,608115,104277.186,0.409,0.139
6,8115,50,CA,608115,150887.114,0.591,0.2
6,8116,49,CA,608116,211332.639,1,0.282
6,8116,50,CA,608116,8.575,0,0
6,8200,51,CA,608200,180883,1,0.242
8,101,2,CO,800101,15116.6,0.123,0.019
8,101,3,CO,800101,108048.411,0.877,0.146
8,102,2,CO,800102,171446.659,1,0.215
8,103,3,CO,800103,146580.589,1,0.197
8,200,2,CO,800200,153429.742,1,0.192
8,300,2,CO,800300,78.565,0,0
8,300,4,CO,800300,294932,1,0.37
8,400,4,CO,800400,137666,1,0.173
8,501,3,CO,800501,61595.662,0.631,0.083
8,501,4,CO,800501,35966,0.369,0.045
8,502,3,CO,800502,156576.338,1,0.211
