StateFIPS,PUMA,CongressionalDistrict,StateAbbreviaiton,PUMA2k,Population2016,PUMAWgt,CDWgt
17,3203,6,IL,1703203,41997.334,0.356,0.058
17,3203,11,IL,1703203,75848.593,0.644,0.104
17,3204,3,IL,1703204,1317.643,0.009,0.002
17,3204,5,IL,1703204,6169.609,0.041,0.009
17,3204,6,IL,1703204,93773.605,0.63,0.13
17,3204,11,IL,1703204,47526.366,0.319,0.065
17,3205,5,IL,1703205,36501.749,0.292,0.051
17,3205,6,IL,1703205,31857.565,0.255,0.044
17,3205,8,IL,1703205,56765.07,0.454,0.079
17,3206,5,IL,1703206,19816.336,0.098,0.028
17,3206,6,IL,1703206,8602.181,0.042,0.012
17,3206,8,IL,1703206,174813.711,0.86,0.243
17,3301,10,IL,1703301,104206.488,1,0.146
17,3302,10,IL,1703302,134163.805,1,0.188
17,3303,10,IL,1703303,161975.388,0.701,0.227
17,3303,14,IL,1703303,69078.224,0.299,0.095
17,3304,6,IL,1703304,16816.074,0.136,0.023
17,3304,10,IL,1703304,78087.906,0.63,0.11
17,3304,14,IL,1703304,29034.861,0.234,0.04
17,3305,6,IL,1703305,42628.837,0.389,0.059
17,3305,10,IL,1703305,67055.418,0.611,0.094
17,3401,6,IL,1703401,82974.707,0.654,0.115
17,3401,8,IL,1703401,43885.42,0.346,0.061
17,3402,6,IL,1703402,8224.948,0.036,0.011
17,3402,8,IL,1703402,222993.148,0.964,0.31
17,3403,8,IL,1703403,93789.046,0.377,0.13
17,3403,9,IL,1703403,100209.934,0.403,0.14
17,3403,10,IL,1703403,54943.172,0.221,0.077
17,3404,5,IL,1703404,4132.007,0.019,0.006
17,3404,9,IL,1703404,115124.226,0.517,0.161
17,3404,10,IL,1703404,103598.681,0.465,0.145
17,3405,5,IL,1703405,83.141,0,0
17,3405,9,IL,1703405,227408.635,0.963,0.318
17,3405,10,IL,1703405,8743.828,0.037,0.012
17,3406,4,IL,1703406,2179.696,0.019,0.003
17,3406,5,IL,1703406,110528.432,0.939,0.155
17,3406,9,IL,1703406,5057.577,0.043,0.007
17,3407,3,IL,1703407,16.027,0,0
17,3407,4,IL,1703407,71492.235,0.4,0.1
17,3407,5,IL,1703407,13532.949,0.076,0.019
17,3407,7,IL,1703407,93731.949,0.524,0.131
17,3408,3,IL,1703408,17273.292,0.09,0.024
17,3408,4,IL,1703408,109614.883,0.569,0.154
17,3408,7,IL,1703408,65864.692,0.342,0.092
17,3409,3,IL,1703409,145765.186,0.954,0.204
17,3409,5,IL,1703409,1604.721,0.011,0.002
17,3409,6,IL,1703409,1330.256,0.009,0.002
17,3409,11,IL,1703409,4018.815,0.026,0.006
17,3410,1,IL,1703410,46297.51,0.266,0.065
17,3410,3,IL,1703410,127602.386,0.734,0.178
17,3411,1,IL,1703411,84877.934,0.489,0.119
17,3411,2,IL,1703411,2344.977,0.013,0.003
17,3411,3,IL,1703411,86506.696,0.498,0.121
17,3412,1,IL,1703412,81930.937,0.745,0.114
17,3412,2,IL,1703412,28054.574,0.255,0.039
17,3413,1,IL,1703413,3363.704,0.02,0.005
17,3413,2,IL,1703413,166249.924,0.98,0.234
17,3414,1,IL,1703414,2816.777,0.017,0.004
17,3414,2,IL,1703414,165117.002,0.983,0.232
17,3501,5,IL,1703501,7832.282,0.047,0.011
17,3501,9,IL,1703501,160326.879,0.953,0.225
17,3502,5,IL,1703502,147564.237,0.93,0.206
17,3502,7,IL,1703502,2992.074,0.019,0.004
17,3502,9,IL,1703502,8196.9,0.052,0.011
17,3503,5,IL,1703503,78655.382,0.548,0.11
17,3503,9,IL,1703503,64890.039,0.452,0.091
17,3504,4,IL,1703504,65327.782,0.462,0.091
17,3504,5,IL,1703504,74979.148,0.53,0.105
17,3504,9,IL,1703504,1230.086,0.009,0.002
17,3505,5,IL,1703505,97052.58,0.754,0.136
17,3505,9,IL,1703505,31622.625,0.246,0.044
17,3506,4,IL,1703506,108699.33,0.694,0.152
17,3506,5,IL,1703506,45035.37,0.288,0.063
17,3506,7,IL,1703506,2818.78,0.018,0.004
17,3507,4,IL,1703507,3420.801,0.035,0.005
17,3507,5,IL,1703507,424.72,0.004,0.001
17,3507,7,IL,1703507,94835.821,0.961,0.133
17,3508,4,IL,1703508,24882.195,0.19,0.035
17,3508,7,IL,1703508,106142.995,0.81,0.149
17,3509,4,IL,1703509,139467.506,0.635,0.195
17,3509,5,IL,1703509,60305.265,0.275,0.084
17,3509,7,IL,1703509,19898.744,0.091,0.028
17,3510,5,IL,1703510,10537.87,0.057,0.015
17,3510,7,IL,1703510,175816.146,0.943,0.246
17,3511,4,IL,1703511,98637.267,0.856,0.138
17,3511,7,IL,1703511,16615.176,0.144,0.023
17,3512,3,IL,1703512,69998.703,0.426,0.098
17,3512,4,IL,1703512,61277.914,0.373,0.086
17,3512,7,IL,1703512,33120.165,0.201,0.046
17,3513,1,IL,1703513,22594.315,0.11,0.032
17,3513,3,IL,1703513,127401.044,0.622,0.178
17,3513,4,IL,1703513,29024.219,0.142,0.041
17,3513,7,IL,1703513,25966.033,0.127,0.036
17,3514,1,IL,1703514,61762.736,0.592,0.086
17,3514,2,IL,1703514,4137.015,0.04,0.006
17,3514,7,IL,1703514,38477.249,0.369,0.054
17,3515,1,IL,1703515,109883.338,0.733,0.154
17,3515,2,IL,1703515,39935.722,0.267,0.056
17,3516,1,IL,1703516,102434.707,0.723,0.143
17,3516,2,IL,1703516,1457.472,0.01,0.002
17,3516,7,IL,1703516,37743.004,0.266,0.053
17,3517,1,IL,1703517,58231.748,0.566,0.081
17,3517,3,IL,1703517,44680.769,0.434,0.062
17,3518,1,IL,1703518,33496.803,0.38,0.047
17,3518,2,IL,1703518,54718.791,0.62,0.077
17,3519,1,IL,1703519,10187.275,0.106,0.014
17,3519,2,IL,1703519,85477.952,0.894,0.12
18,100,1,IN,1800100,78649.447,1,0.11
18,201,1,IN,1800201,113158.858,1,0.159
18,202,1,IN,1800202,166565.137,1,0.234
18,203,1,IN,1800203,127472.559,1,0.179
18,300,1,IN,1800300,167791,1,0.235
18,400,1,IN,1800400,59291.459,0.539,0.083
18,400,2,IN,1800400,50723.541,0.461,0.07
18,500,2,IN,1800500,99765.203,1,0.138
18,600,2,IN,1800600,169375.797,1,0.234
18,700,2,IN,1800700,203781,1,0.281
18,800,3,IN,1800800,163610,1,0.221
18,900,3,IN,1800900,204992.969,1,0.277
18,1000,3,IN,1801000,165411.031,1,0.224
18,1100,3,IN,1801100,133016.681,1,0.18
18,1200,2,IN,1801200,77327.632,0.615,0.107
18,1200,3,IN,1801200,48320.368,0.385,0.065
18,1300,2,IN,1801300,55808,0.541,0.077
18,1300,4,IN,1801300,47357,0.459,0.063
18,1400,4,IN,1801400,115345,1,0.154
18,1500,2,IN,1801500,67645,0.641,0.093
18,1500,4,IN,1801500,37946,0.359,0.051
18,1600,3,IN,1801600,23979.99,0.239,0.032
18,1600,5,IN,1801600,76165.329,0.761,0.099
18,1700,4,IN,1801700,72603.206,0.743,0.097
18,1700,5,IN,1801700,25146.794,0.257,0.033
18,1800,4,IN,1801800,220516,1,0.294
18,1901,4,IN,1801901,35468.974,0.186,0.047
18,1901,5,IN,1801901,154832.625,0.814,0.202
18,1902,5,IN,1801902,190724.401,1,0.249
18,2001,5,IN,1802001,121892.98,1,0.159
18,2002,5,IN,1802002,7403.02,0.059,0.01
18,2002,6,IN,1802002,118041,0.941,0.164
18,2100,6,IN,1802100,115603,1,0.161
18,2200,6,IN,1802200,140171,1,0.195
18,2301,5,IN,1802301,66973.224,0.543,0.087
18,2301,7,IN,1802301,56434.586,0.457,0.075
18,2302,5,IN,1802302,65122.841,0.62,0.085
18,2302,7,IN,1802302,39835.32,0.38,0.053
18,2303,5,IN,1802303,58537.104,0.514,0.076
18,2303,7,IN,1802303,55241.631,0.486,0.074
18,2304,7,IN,1802304,142558.645,1,0.19
18,2305,7,IN,1802305,148767.22,1,0.198
18,2306,7,IN,1802306,160477.975,1,0.214
18,2307,7,IN,1802307,147280.454,1,0.196
18,2400,9,IN,1802400,151982,1,0.203
18,2500,4,IN,1802500,183834.911,0.798,0.245
18,2500,9,IN,1802500,46473.089,0.202,0.062
18,2600,4,IN,1802600,37436,0.349,0.05
18,2600,8,IN,1802600,69851,0.651,0.097
18,2700,8,IN,1802700,149885,1,0.208
18,2800,8,IN,1802800,101686,1,0.141
18,2900,9,IN,1802900,145494.945,1,0.194
18,3000,6,IN,1803000,81402,0.58,0.113
18,3000,9,IN,1803000,58925,0.42,0.079
18,3100,6,IN,1803100,124263,1,0.173
18,3200,6,IN,1803200,127054,1,0.177
18,3300,6,IN,1803300,12166.765,0.087,0.017
18,3300,9,IN,1803300,127594.235,0.913,0.17
18,3400,9,IN,1803400,116816,1,0.156
18,3500,8,IN,1803500,1639.925,0.016,0.002
18,3500,9,IN,1803500,101423.13,0.984,0.135
18,3600,8,IN,1803600,128300,1,0.178
18,3700,8,IN,1803700,117493.761,1,0.163
18,3800,8,IN,1803800,152201.239,1,0.211
19,100,4,IA,1900100,139349,1,0.184
19,200,1,IA,1900200,18335,0.148,0.024
19,200,4,IA,1900200,105693,0.852,0.139
19,300,1,IA,1900300,127211,0.765,0.165
19,300,4,IA,1900300,39127,0.235,0.052
19,400,1,IA,1900400,132904,1,0.172
19,500,1,IA,1900500,133802,0.67,0.173
19,500,2,IA,1900500,65763,0.33,0.084
19,600,1,IA,1900600,138613,0.778,0.179
19,600,2,IA,1900600,22281,0.125,0.029
19,600,4,IA,1900600,17226,0.097,0.023
19,700,2,IA,1900700,146547,1,0.188
19,800,1,IA,1900800,221661,1,0.287
19,900,4,IA,1900900,90843,1,0.12
19,1000,3,IA,1901000,10625,0.085,0.013
19,1000,4,IA,1901000,114533,0.915,0.151
19,1100,4,IA,1901100,102779,1,0.135
19,1200,3,IA,1901200,154277,0.856,0.187
19,1200,4,IA,1901200,25949,0.144,0.034
19,1300,2,IA,1901300,154384,0.817,0.198
19,1300,3,IA,1901300,34489,0.183,0.042
19,1400,3,IA,1901400,223145.918,1,0.271
19,1500,3,IA,1901500,250899.082,1,0.305
19,1600,3,IA,1901600,84516,0.406,0.103
19,1600,4,IA,1901600,123622,0.594,0.163
19,1700,2,IA,1901700,69897,0.516,0.09
19,1700,3,IA,1901700,65539,0.484,0.08
19,1800,2,IA,1901800,148209,1,0.19
19,1900,2,IA,1901900,172474,1,0.221
20,100,1,KS,2000100,95913,1,0.136
20,200,1,KS,2000200,99002,1,0.14
20,300,1,KS,2000300,170104.736,0.971,0.24
20,300,2,KS,2000300,5101.264,0.029,0.007
20,400,2,KS,2000400,156361,1,0.219
20,500,3,KS,2000500,163831,1,0.216
20,601,3,KS,2000601,168376.069,1,0.222
20,602,3,KS,2000602,109256.387,1,0.144
20,603,3,KS,2000603,160928.918,1,0.212
20,604,3,KS,2000604,145889.625,1,0.192
20,700,2,KS,2000700,140738.361,0.923,0.197
20,700,3,KS,2000700,11665.639,0.077,0.015
20,800,2,KS,2000800,178146,1,0.249
20,900,1,KS,2000900,55182,0.496,0.078
20,900,2,KS,2000900,49836,0.448,0.07
20,900,4,KS,2000900,6151,0.055,0.008
20,1000,1,KS,2001000,101855,1,0.144
20,1100,1,KS,2001100,36245.281,0.367,0.051
20,1100,4,KS,2001100,62517.719,0.633,0.086
20,1200,1,KS,2001200,149231,1,0.211
20,1300,4,KS,2001300,247961.339,1,0.342
20,1401,4,KS,2001401,118389.694,1,0.163
20,1402,4,KS,2001402,117444.532,1,0.162
20,1403,4,KS,2001403,130137.435,1,0.18
20,1500,2,KS,2001500,56604,0.576,0.079
20,1500,4,KS,2001500,41674,0.424,0.058
20,1600,2,KS,2001600,128746,1,0.18
21,100,1,KY,2100100,195861,1,0.272
21,200,1,KY,2100200,107957,1,0.15
21,300,1,KY,2100300,106979,1,0.149
21,400,1,KY,2100400,44676,0.244,0.062
21,400,2,KY,2100400,138377,0.756,0.184
21,500,1,KY,2100500,41237,0.356,0.057
21,500,2,KY,2100500,74734,0.644,0.099
21,600,1,KY,2100600,95114.495,0.457,0.132
21,600,2,KY,2100600,11060,0.053,0.015
21,600,5,KY,2100600,101920,0.49,0.145
21,700,5,KY,2100700,111234,1,0.158
21,800,5,KY,2100800,122068,1,0.174
21,900,5,KY,2100900,100553,0.934,0.143
21,900,6,KY,2100900,7159,0.066,0.009
21,1000,5,KY,2101000,145329,1,0.207
21,1100,2,KY,2101100,17296.925,0.089,0.023
21,1100,5,KY,2101100,24333.583,0.126,0.035
21,1100,6,KY,2101100,151981,0.785,0.198
21,1200,2,KY,2101200,64862.813,0.426,0.086
21,1200,5,KY,2101200,33.492,0,0
21,1200,6,KY,2101200,87271.187,0.574,0.114
21,1300,1,KY,2101300,19649.142,0.143,0.027
21,1300,2,KY,2101300,117559.363,0.857,0.156
21,1400,2,KY,2101400,135442,1,0.18
21,1500,1,KY,2101500,98827,0.918,0.137
21,1500,2,KY,2101500,8810,0.082,0.012
21,1600,1,KY,2101600,9475,0.087,0.013
21,1600,2,KY,2101600,99674,0.913,0.132
21,1701,3,KY,2101701,143717.791,1,0.192
21,1702,3,KY,2101702,103660.264,1,0.139
21,1703,3,KY,2101703,222685.483,0.923,0.298
21,1703,4,KY,2101703,18511.684,0.077,0.025
21,1704,3,KY,2101704,126475.333,1,0.169
21,1705,3,KY,2101705,150301.445,1,0.201
21,1800,2,KY,2101800,84892.084,0.363,0.113
21,1800,4,KY,2101800,148938.916,0.637,0.199
21,1901,6,KY,2101901,119240.608,1,0.156
21,1902,6,KY,2101902,199208.392,1,0.26
21,2000,4,KY,2102000,11661.912,0.078,0.016
21,2000,6,KY,2102000,138630.088,0.922,0.181
21,2100,4,KY,2102100,39032,0.279,0.052
21,2100,5,KY,2102100,37749.976,0.27,0.054
21,2100,6,KY,2102100,63168,0.451,0.082
21,2200,4,KY,2102200,74797.32,0.556,0.1
21,2200,5,KY,2102200,59723.705,0.444,0.085
21,2300,4,KY,2102300,106771,1,0.143
21,2400,4,KY,2102400,164945,1,0.221
21,2500,4,KY,2102500,183389,1,0.245
22,101,4,LA,2200101,129191.687,1,0.171
22,102,4,LA,2200102,120925.058,1,0.16
22,200,4,LA,2200200,164501.255,1,0.218
22,300,4,LA,2200300,128835,0.73,0.171
22,300,5,LA,2200300,47745,0.27,0.063
22,400,5,LA,2200400,156983,1,0.208
22,500,4,LA,2200500,22487,0.15,0.03
22,500,5,LA,2200500,127236,0.85,0.169
22,600,5,LA,2200600,122751,1,0.163
22,700,5,LA,2200700,132424,1,0.175
22,800,3,LA,2200800,38295,0.253,0.049
22,800,4,LA,2200800,113180,0.747,0.15
22,900,3,LA,2200900,200601,1,0.255
22,1000,3,LA,2201000,127711.785,1,0.163
22,1100,3,LA,2201100,176399.725,1,0.225
22,1200,3,LA,2201200,3012.923,0.026,0.004
22,1200,4,LA,2201200,74852.754,0.637,0.099
22,1200,5,LA,2201200,39726.322,0.338,0.053
22,1300,2,LA,2201300,22999.728,0.229,0.029
22,1300,5,LA,2201300,29299.421,0.291,0.039
22,1300,6,LA,2201300,48318.851,0.48,0.062
22,1401,2,LA,2201401,16161.219,0.148,0.02
22,1401,6,LA,2201401,93378.187,0.852,0.119
22,1402,2,LA,2201402,11522.518,0.088,0.014
22,1402,6,LA,2201402,118767.409,0.912,0.151
22,1501,2,LA,2201501,80606.02,0.768,0.101
22,1501,6,LA,2201501,24342.88,0.232,0.031
22,1502,2,LA,2201502,7010.676,0.055,0.009
22,1502,6,LA,2201502,121043.09,0.945,0.154
22,1600,2,LA,2201600,23034.791,0.088,0.029
22,1600,6,LA,2201600,238690.209,0.912,0.304
22,1700,1,LA,2201700,78501.341,0.601,0.098
22,1700,5,LA,2201700,52208.659,0.399,0.069
22,1801,2,LA,2201801,79551.724,1,0.099
22,1802,1,LA,2201802,24547.786,0.29,0.031
22,1802,2,LA,2201802,60232.54,0.71,0.075
22,1803,2,LA,2201803,118037.515,1,0.147
22,1804,1,LA,2201804,23008.354,0.211,0.029
22,1804,2,LA,2201804,86117.081,0.789,0.107
22,1901,1,LA,2201901,133958.606,0.984,0.167
22,1901,2,LA,2201901,2122.306,0.016,0.003
22,1902,1,LA,2201902,76913.675,0.787,0.096
22,1902,2,LA,2201902,20766.914,0.213,0.026
22,1903,2,LA,2201903,96891.41,1,0.121
22,1904,1,LA,2201904,18490.203,0.184,0.023
22,1904,2,LA,2201904,82049.394,0.816,0.102
22,1905,1,LA,2201905,74482.491,1,0.093
22,2001,1,LA,2202001,127041.864,0.733,0.159
22,2001,5,LA,2202001,46310,0.267,0.061
22,2002,1,LA,2202002,126560.136,1,0.158
22,2100,1,LA,2202100,47196.974,0.39,0.059
22,2100,2,LA,2202100,7400.27,0.061,0.009
22,2100,6,LA,2202100,66402.757,0.549,0.085
22,2200,1,LA,2202200,70315.632,0.621,0.088
22,2200,6,LA,2202200,42904.368,0.379,0.055
22,2300,3,LA,2202300,106100,1,0.135
22,2400,2,LA,2202400,87266.525,0.739,0.109
22,2400,6,LA,2202400,30844.475,0.261,0.039
22,2500,3,LA,2202500,133409.49,1,0.17
23,100,1,ME,2300100,196529.079,1,0.29
23,200,1,ME,2300200,112599.092,1,0.166
23,300,1,ME,2300300,152074.96,1,0.224
23,400,1,ME,2300400,102669.869,1,0.151
23,500,1,ME,2300500,39744,0.306,0.059
23,500,2,ME,2300500,89970.012,0.694,0.138
23,600,1,ME,2300600,74906.148,0.621,0.11
23,600,2,ME,2300600,45662.852,0.379,0.07
23,700,2,ME,2300700,107319,1,0.164
23,800,2,ME,2300800,138133,1,0.212
23,900,2,ME,2300900,172461.988,1,0.264
23,1000,2,ME,2301000,99409,1,0.152
24,100,6,MD,2400100,101555,1,0.133
24,200,6,MD,2400200,150292,1,0.197
24,300,6,MD,2400300,124293.578,0.502,0.163
24,300,8,MD,2400300,123297.422,0.498,0.161
24,400,1,MD,2400400,65162.886,0.389,0.089
24,400,8,MD,2400400,102493.114,0.611,0.134
24,501,1,MD,2400501,22117.915,0.181,0.03
24,501,2,MD,2400501,36581.376,0.299,0.049
24,501,3,MD,2400501,15883.896,0.13,0.021
24,501,7,MD,2400501,47869.502,0.391,0.065
24,502,2,MD,2400502,91076.136,0.712,0.122
24,502,3,MD,2400502,13351.681,0.104,0.018
24,502,7,MD,2400502,23573.449,0.184,0.032
24,503,1,MD,2400503,2225.624,0.019,0.003
24,503,2,MD,2400503,42108.274,0.362,0.056
24,503,3,MD,2400503,34593.179,0.297,0.046
24,503,7,MD,2400503,37405.146,0.322,0.051
24,504,1,MD,2400504,3073.137,0.026,0.004
24,504,2,MD,2400504,76467.122,0.637,0.102
24,504,3,MD,2400504,40462.798,0.337,0.054
24,505,1,MD,2400505,29234.545,0.258,0.04
24,505,2,MD,2400505,70818.414,0.625,0.095
24,505,3,MD,2400505,13285.614,0.117,0.018
24,506,2,MD,2400506,116308.48,1,0.156
24,507,2,MD,2400507,7245.666,0.063,0.01
24,507,3,MD,2400507,21880.488,0.191,0.029
24,507,7,MD,2400507,85463.558,0.746,0.116
24,601,1,MD,2400601,137461.311,1,0.188
24,601,2,MD,2400601,51.267,0,0
24,602,1,MD,2400602,20018.906,0.176,0.027
24,602,2,MD,2400602,93500.515,0.824,0.125
24,700,1,MD,2400700,122333,1,0.167
24,801,3,MD,2400801,26035.278,0.273,0.035
24,801,7,MD,2400801,69244.615,0.727,0.094
24,802,3,MD,2400802,38324.381,0.393,0.051
24,802,7,MD,2400802,59263.864,0.607,0.081
24,803,2,MD,2400803,38292.706,0.357,0.051
24,803,3,MD,2400803,24942.474,0.233,0.033
24,803,7,MD,2400803,43996.275,0.41,0.06
24,804,2,MD,2400804,15239.873,0.118,0.02
24,804,3,MD,2400804,48263.558,0.373,0.064
24,804,7,MD,2400804,65878.104,0.509,0.09
24,805,7,MD,2400805,88615.171,1,0.12
24,806,2,MD,2400806,29224.605,0.303,0.039
24,806,3,MD,2400806,25969.948,0.269,0.034
24,806,7,MD,2400806,41373.148,0.428,0.056
24,901,3,MD,2400901,19127.796,0.136,0.025
24,901,7,MD,2400901,121560.401,0.864,0.165
24,902,2,MD,2400902,42985.052,0.243,0.058
24,902,3,MD,2400902,82203.111,0.466,0.109
24,902,7,MD,2400902,51356.64,0.291,0.07
24,1001,3,MD,2401001,41809.217,0.297,0.056
24,1001,6,MD,2401001,77663.183,0.552,0.102
24,1001,8,MD,2401001,21239.753,0.151,0.028
24,1002,6,MD,2401002,137850.538,1,0.181
24,1003,6,MD,2401003,113726.614,0.599,0.149
24,1003,8,MD,2401003,76019.688,0.401,0.099
24,1004,6,MD,2401004,34661.626,0.181,0.046
24,1004,8,MD,2401004,156697.019,0.819,0.205
24,1005,6,MD,2401005,21447.069,0.148,0.028
24,1005,8,MD,2401005,123456.532,0.852,0.161
24,1006,3,MD,2401006,73774.653,0.595,0.098
24,1006,8,MD,2401006,50314.571,0.405,0.066
24,1007,3,MD,2401007,2562.992,0.022,0.003
24,1007,8,MD,2401007,112639.544,0.978,0.147
24,1101,4,MD,2401101,75034.829,0.624,0.099
24,1101,5,MD,2401101,45140.58,0.376,0.059
24,1102,4,MD,2401102,68711.025,0.496,0.091
24,1102,5,MD,2401102,69713.284,0.504,0.092
24,1103,4,MD,2401103,72919.883,0.652,0.096
24,1103,5,MD,2401103,38937.72,0.348,0.051
24,1104,4,MD,2401104,101683.567,1,0.134
24,1105,4,MD,2401105,108670.987,0.621,0.143
24,1105,5,MD,2401105,66355.243,0.379,0.087
24,1106,4,MD,2401106,31833.563,0.211,0.042
24,1106,5,MD,2401106,119356.143,0.789,0.157
24,1107,4,MD,2401107,109692.176,1,0.145
24,1201,2,MD,2401201,57697.601,0.36,0.077
24,1201,3,MD,2401201,50328.689,0.314,0.067
24,1201,4,MD,2401201,42007.346,0.262,0.055
24,1201,5,MD,2401201,10198.719,0.064,0.013
24,1202,2,MD,2401202,29912.224,0.25,0.04
24,1202,3,MD,2401202,72693.354,0.606,0.097
24,1202,4,MD,2401202,17281.162,0.144,0.023
24,1203,3,MD,2401203,44262.1,0.31,0.059
24,1203,4,MD,2401203,98589.727,0.69,0.13
24,1204,3,MD,2401204,63264.19,0.435,0.084
24,1204,4,MD,2401204,31854.082,0.219,0.042
24,1204,5,MD,2401204,50256.807,0.346,0.066
24,1300,1,MD,2401300,151315,1,0.206
24,1400,1,MD,2401400,179949,1,0.246
24,1500,5,MD,2401500,203838,1,0.268
24,1600,5,MD,2401600,157705,1,0.207
25,100,1,MA,2500100,111449.575,1,0.152
25,200,1,MA,2500200,41929.595,0.349,0.057
25,200,2,MA,2500200,78304.677,0.651,0.105
25,300,2,MA,2500300,52656.575,0.351,0.071
25,300,3,MA,2500300,97425.53,0.649,0.128
25,400,2,MA,2500400,4.105,0,0
25,400,3,MA,2500400,115694.129,1,0.152
25,500,3,MA,2500500,128716.817,0.638,0.169
25,500,6,MA,2500500,73083.162,0.362,0.096
25,600,3,MA,2500600,112675.074,1,0.148
25,600,6,MA,2500600,25.384,0,0
25,700,3,MA,2500700,155863.588,0.948,0.204
25,700,6,MA,2500700,8543.255,0.052,0.011
25,800,3,MA,2500800,63813.396,0.497,0.084
25,800,6,MA,2500800,64518.87,0.503,0.084
25,900,6,MA,2500900,112061.297,1,0.147
25,1000,6,MA,2501000,122704.201,1,0.161
25,1100,6,MA,2501100,125358.375,1,0.164
25,1200,6,MA,2501200,126157.143,1,0.165
25,1300,5,MA,2501300,51.826,0,0
25,1300,6,MA,2501300,117893.638,1,0.154
25,1400,3,MA,2501400,75340.238,0.633,0.099
25,1400,5,MA,2501400,29644.488,0.249,0.038
25,1400,6,MA,2501400,14088.218,0.118,0.018
25,1500,1,MA,2501500,14636.834,0.128,0.02
25,1500,2,MA,2501500,85544.74,0.749,0.115
25,1500,3,MA,2501500,13968.541,0.122,0.018
25,1600,1,MA,2501600,26850.933,0.251,0.037
25,1600,2,MA,2501600,80302.033,0.749,0.108
25,1700,1,MA,2501700,112635.453,1,0.154
25,1800,1,MA,2501800,119380.006,1,0.163
25,1900,1,MA,2501900,154707.616,1,0.212
25,2000,1,MA,2502000,93174.956,0.785,0.127
25,2000,2,MA,2502000,25468.428,0.215,0.034
25,2100,1,MA,2502100,56166.24,0.415,0.077
25,2100,2,MA,2502100,79104.432,0.585,0.106
25,2200,2,MA,2502200,126799.661,1,0.17
25,2300,2,MA,2502300,185877.044,1,0.25
25,2400,2,MA,2502400,7740.686,0.067,0.01
25,2400,4,MA,2502400,65963.263,0.571,0.088
25,2400,5,MA,2502400,41902.597,0.362,0.054
25,2500,4,MA,2502500,5.196,0,0
25,2500,5,MA,2502500,111524.325,1,0.145
25,2600,4,MA,2502600,64902.215,0.594,0.086
25,2600,5,MA,2502600,18636.217,0.171,0.024
25,2600,8,MA,2502600,25681.951,0.235,0.034
25,2700,4,MA,2502700,26.442,0,0
25,2700,5,MA,2502700,202541.408,1,0.263
25,2800,5,MA,2502800,114115.626,1,0.148
25,2800,6,MA,2502800,12.683,0,0
25,2900,5,MA,2502900,75188.1,0.663,0.098
25,2900,6,MA,2502900,9.775,0,0
25,2900,7,MA,2502900,38202.298,0.337,0.049
25,3000,5,MA,2503000,122308.911,0.998,0.159
25,3000,7,MA,2503000,233.746,0.002,0
25,3100,5,MA,2503100,3.173,0,0
25,3100,7,MA,2503100,123898.196,1,0.158
25,3200,5,MA,2503200,55194.72,0.496,0.072
25,3200,7,MA,2503200,56047.206,0.504,0.072
25,3301,4,MA,2503301,2.079,0,0
25,3301,7,MA,2503301,125963.746,1,0.161
25,3302,7,MA,2503302,123594.838,0.8,0.158
25,3302,8,MA,2503302,30891.378,0.2,0.041
25,3303,7,MA,2503303,137783.301,1,0.176
25,3304,7,MA,2503304,59771.194,0.499,0.076
25,3304,8,MA,2503304,59950.41,0.501,0.079
25,3305,7,MA,2503305,76206.915,0.574,0.097
25,3305,8,MA,2503305,56599.523,0.426,0.074
25,3400,4,MA,2503400,151065.437,1,0.201
25,3400,5,MA,2503400,19.038,0,0
25,3400,8,MA,2503400,4.345,0,0
25,3500,4,MA,2503500,42322.425,0.377,0.056
25,3500,8,MA,2503500,69946.735,0.623,0.092
25,3600,2,MA,2503600,22369.63,0.2,0.03
25,3600,4,MA,2503600,89684.687,0.8,0.119
25,3700,4,MA,2503700,50.923,0,0
25,3700,7,MA,2503700,33318.362,0.252,0.043
25,3700,8,MA,2503700,98806.713,0.748,0.13
25,3800,7,MA,2503800,8385.367,0.068,0.011
25,3800,8,MA,2503800,115611.389,0.932,0.152
25,3900,8,MA,2503900,116160.449,0.728,0.152
25,3900,9,MA,2503900,43451.597,0.272,0.059
25,4000,7,MA,2504000,54.041,0,0
25,4000,8,MA,2504000,118458.484,1,0.155
25,4100,4,MA,2504100,42406.104,0.269,0.056
25,4100,8,MA,2504100,69856.581,0.443,0.092
25,4100,9,MA,2504100,45307.997,0.288,0.061
25,4200,4,MA,2504200,113737.06,1,0.151
25,4300,4,MA,2504300,115551.689,1,0.154
25,4400,4,MA,2504400,55907.246,0.449,0.074
25,4400,9,MA,2504400,68693.144,0.551,0.093
25,4500,4,MA,2504500,9135.257,0.05,0.012
25,4500,9,MA,2504500,174920.952,0.95,0.236
25,4600,9,MA,2504600,166501.156,1,0.225
25,4700,9,MA,2504700,103637.886,1,0.14
25,4800,9,MA,2504800,138892.114,1,0.187
26,100,1,MI,2600100,96638,1,0.138
26,200,1,MI,2600200,107438,1,0.154
26,300,1,MI,2600300,99105,1,0.142
26,400,1,MI,2600400,99763,0.674,0.143
26,400,4,MI,2600400,48265,0.326,0.069
26,500,1,MI,2600500,132870,1,0.19
26,600,4,MI,2600600,69726,0.633,0.1
26,600,5,MI,2600600,40449,0.367,0.06
26,700,5,MI,2600700,17188.486,0.136,0.025
